var_1,description_1,var_2,description_2,label
Left Gyrus Precentral Volume From Qdec,,lrfusigv,,0
Left Sulcus Oc Middle And Lunatus Thickness From Qdec,,lh_S_oc_middle_and_Lunatus_thickness,Left_sulcus_oc_middle_and_Lunatus_thickness_from_Qdec_lh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
Right Gyrus Precentral Meancurv From Qdec,,rh_G_precentral_meancurv,Right_gyrus_precentral_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file,1
Left Gyrus Frontal Middle Thickness From Qdec,,rh_S_orbital_med-olfact_area,Right_sulcus_orbital_med-olfact_area_from_Qdec_rh.aparc.a2009s.area.stats_file,0
Left Gyrus And Sulcus Cingul-Mid-Ant Area From Qdec,,ST36SA,Surface Area (aparc.stats) of LeftLateralOrbitofrontal,0
tTau in CSF,"Is a quantification of total tau protein, a biomarker for Alzheimer's disease.",CSF_T-Tau,Measure_of_the_Total_Tau_protein_in_the_Cerebrospinal_Fluid_(CSF)_,1
Right Fusiform Gray Matter Volume,,RFUS,,1
Left Postcentral Gray Matter Volume,,rh_G_occipital_middle_volume,Right_gyrus_occipital_middle_volume_from_Qdec_rh.aparc.a2009s.volume_file-FreeSurfer(v5.3),0
Right Temporal Pole Thickness,,rh_temporalpole_thickness,Right_temporalpole_thickness_from_Qdec_rh.aparc.thickness.stats_file,1
Right Sulcus Oc Sup And Transversal Area From Qdec,,rh_S_oc_sup_and_transversal_area,Right_sulcus_oc_sup_and_transversal_area_from_Qdec_rh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),1
Right Gyrus Oc-temp Med-Lingual Area From Qdec,,(G_oc-temp_med-Lingual)SurfArea,,1
Right Sulcus Calcarine Volume,,lh_(lingual)ThickAvg,,0
Left Gyrus Insular Short Area From Qdec,,lh_G_insular_short_area,Left_gyrus_insular_short_area_from_Qdec_lh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),1
Verbal fluency tests (Phonemic) ,A test that measures the verbal fluency of an individual. This tool measures both semantic fluency and phonetic fluency.,phon_fluency,Total_number_of_words(s-phone)_pronunced_in_one_minute,1
Left Supramarginal Gray Matter Volume,,ST37SV,Subcortical Volume (aseg.stats) of LeftLateralVentricle,0
Right Sulcus Interm Prim-Jensen Area From Qdec,,RPARTRI,,0
Right Superior Frontal Gray Matter Volume,,(S_circular_insula_sup)MeanCurv,,0
Left Insula Meancurv From Qdec,,lh_(insula)MeanCurv,,1
Right Gyrus And Sulcus Cingul-Mid-Ant Volume From Qdec,,rh_G_and_S_cingul-Mid-Ant_volume,,1
Left Pallidum Volume,,headinjrloc_bl,,0
Left Supramarginal Gray Matter Volume,,lh_middletemporal_area,Left_middletemporal_area_from_Qdec_lh.aparc.area_file-FreeSurfer(v5.3),0
Left Gyrus Ins Lg And Sulcus Cent Ins Area From Qdec,,rh_G_precentral_volume,Right_gyrus_precentral_volume_from_Qdec_rh.aparc.a2009s.volume_file,0
Right Sulcus Frontal Sup Area From Qdec,,lh_S_front_inf_area,Left_sulcus_frontal_inferior_area_from_Qdec_lh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),0
Right Transverse Temporal Grey Matter Volume,,ST121CV,Cortical Volume (aparc.stats) of RightTransverseTemporal,1
Left Gyrus Temp Sup-G T Transv Meancurv From Qdec,,lh_insula_meancurv,Left_insula_meancurv_from_Qdec_lh.aparc.meancurv_file-FreeSurfer(v5.3),0
SupraTentorialVolNotVentVox From Qdec Aseg,,lh_G_insular_short_area,Left_gyrus_insular_short_area_from_Qdec_lh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),0
Right Gyrus Postcentral Thickness From Qdec,,lh_(caudalanteriorcingulate)ThickAvg,,0
Left Gyrus Frontal Sup Area From Qdec,,lh_bankssts_volume,,0
Right Isthmuscingulate Area From Qdec,,rh_G_pariet_inf-Supramar_volume,,0
White-matter-left-paracentral-from Qdec Wmparc,,wm-lh-paracentral,White-matter-left-paracentral-from_Qdec_wmparc.volume.stats_file,1
Left Gyrus Temporal Inferior Thickness From Qdec,,rh_G_front_inf-Opercular_area,Right_gyrus_frontal_inf-Opercular_area_from_Qdec_rh.aparc.a2009s.area.stats_file,0
Right Sulcus Temporal Inferior Thickness From Qdec,,rh_G_cuneus_meancurv,,0
Right Isthmuscingulate Meancurv From Qdec,,rh_isthmuscingulate_meancurv,Right_isthmuscingulate_meancurv_from_Qdec_rh.aparc.meancurv_file-FreeSurfer(v5.3),1
Diagnosis,"The investigation, analysis and recognition of the presence and nature of disease, condition, or injury from expressed signs and symptoms; also, the scientific determination of any kind; the concise results of such an investigation.",dementia_diagnosed,,1
Left Gyrus Precentral Thickness From Qdec,,lh_G_precentral_thickness,Left_gyrus_precentral_thickness_from_Qdec_lh.aparc.a2009s.thickness_file,1
Left Gyrus Occipital Middle Meancurv From Qdec,,lh_G_occipital_middle_meancurv,Left_gyrus_occipital_middle_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file,1
Left Gyrus And Sulcus Transv Frontopol Meancurv From Qdec,,(G_and_S_transv_frontopol)MeanCurv,,1
Left Supramarginal Meancurv From Qdec,,lh_supramarginal_meancurv,Left_supramarginal_meancurv_from_Qdec_lh.aparc.meancurv_file,1
TotalGrayVol From Qdec Aseg,,TotalGrayVol,,1
Right Gyrus And Sulcus Cingul-Mid-Ant Volume From Qdec,,(G_and_S_cingul-Mid-Ant)GrayVol,,1
White-matter-left-insula-from Qdec Wmparc,,wm-lh-insula,White-matter-left-insula-from_Qdec_wmparc.volume.stats_file-FreeSurfer(v5.3),1
Left Sulcus Orbital Lateral Volume From Qdec,,lh_S_orbital_lateral_volume,Left_sulcus_orbital_lateral_volume_from_Qdec_lh.aparc.a2009s.volume_file-FreeSurfer(v5.3),1
Right Gyrus Oc-temp Lat-fusifor Thickness From Qdec,,rh_caudalmiddlefrontal_volume,,0
Left Pallidum Volume,,rh_parsopercularis_thickness,Right_parsopercularis_thickness_from_Qdec_rh.aparc.thickness.stats_file-FreeSurfer(v5.3),0
Right Middletemporal Area,,ST38SA,Surface Area (aparc.stats) of LeftLingual,0
Left Gyrus Pariet Inf-Supramar Thickness From Qdec,,lh_G_pariet_inf-Supramar_thickness,Left_gyrus_pariet_inf-Supramar_thickness_from_Qdec_lh.aparc.a2009s.thickness_file,1
Right Gyrus Temp Sup-Lateral Thickness From Qdec,,Neuropsych.CDR score,CDR Global,0
Left Sulcus Orbital Med-olfact Area From Qdec,,lh_S_orbital_med-olfact_area,,1
Trail Making Test (TMT) A,"A neuropsychological test of visual attention and task switching that requires a subject to connect a sequence of 25 consecutive targets. It provides an easy to administer and reliable assessment of attention, sequencing, cognition, visual search, and motor function.",lh_Pole_occipital_area,Left_Pole_occipital_area_from_Qdec_lh.aparc.a2009s.area.stats_file,0
Right Gyrus And Sulcus Subcentral Area From Qdec,,rhCorticalWhiteMatterVol,,0
Clinical Dementia Rating (CDR),"A standardized rating scale developed by John C. Morris in 1997 to evaluate the severity of an individual's cognitive impairment. This instrument contains 6 areas which include memory, orientation, judgment and problem solving, community affairs, home and hobbies, and personal care. Each item is rated on a scale from 0 to 3 with 0 being none and 3 being severe.",CDR_total_score,Clinical Dementia Rating (CDR) total score,1
Right Sulcus Occipital Anterior Meancurv From Qdec,,lh_insula_volume,Left_insula_volume_from_Qdec_lh.aparc.volume.stats_file-FreeSurfer(v5.3),0
Right Parsopercularis Meancurv From Qdec,,(S_circular_insula_inf)GrayVol,,0
Participant ID,An alphanumeric identifier assigned to a specific patient.,ID,Record ID,1
Right Gyrus Cingul-Post-ventral Meancurv From Qdec,,cts_df,,0
Left Gyrus Subcallosal Thickness From Qdec,,lh_(cuneus)MeanCurv,,0
Right Sulcus Occipital Anterior Meancurv From Qdec,,rh_S_occipital_ant_meancurv,Right_sulcus_occipital_anterior_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),1
Left Gyrus Pariet Inf-Angular Volume From Qdec,,lh_G_pariet_inf-Angular_volume,Left_gyrus_pariet_inf-Angular_volume_from_Qdec_lh.aparc.a2009s.volume_file-FreeSurfer(v5.3),1
Right Frontal Pole Grey Matter Volume,,left_subiculum,Left_subiculum,0
Right Pallidum Volume,,ST101SV,Subcortical Volume (aseg.stats) of RightPallidum,1
Left SurfaceHoles From Qdec Aseg,,lhSurfaceHoles,Left_SurfaceHoles_from_Qdec_aseg.volume.stats_file,1
Left Gyrus Frontal Inf-Opercular Area From Qdec,,(G_front_inf-Opercular)SurfArea,,1
Left Inferiortemporal Meancurv From Qdec,,rh_G_temporal_middle_volume,Right_gyrus_temporal_middle_volume_from_Qdec_rh.aparc.a2009s.volume_file,0
Left Sulcus Precentral-sup-part Thickness From Qdec,,FHQMOM,Dementia,0
tTau in CSF,"Is a quantification of total tau protein, a biomarker for Alzheimer's disease.",CSFTTAU,,1
Left Fusiform Area,,lh_(fusiform)SurfArea,,1
Left Gyrus Parietal Sup Thickness From Qdec,,RightPutamen,Volume of right putamen,0
Obesity,A disorder involving an excessive amount of body fat.,TBFUPEN,"Now I am going to ask you about head or neck injuries, in the past year.</p> In the past year, have you had an injury that involved any penetration of a bullet, knife, stick, or other sharp object into your neck, head, or skull?",0
Right Middletemporal Area,,DX,,0
Left Sulcus Collat Transv Posterior Volume From Qdec,,(S_precentral-inf-part)ThickAvg,,0
Right Lat Fis-post Volume From Qdec,,lh_S_precentral-sup-part_meancurv,Left_sulcus_precentral-sup-part_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),0
Right Middle Temporal Mean Cortical Thickness,,RMIDTEMM,,1
Left Sulcus Suborbital Thickness From Qdec,,wm-rh-entorhinal,White-matter-Right-entorightinal-from_Qdec_wmparc.volume.stats_file,0
Left Posterior Cingulate Gray Matter Volume,,ST50CV,Cortical Volume (aparc.stats) of LeftPosteriorCingulate,1
Right Pole Occipital Thickness From Qdec,,rh_Pole_occipital_thickness,Right_Pole_occipital_thickness_from_Qdec_rh.aparc.a2009s.thickness_file,1
Left Sulcus Frontal Inferior Volume From Qdec,,(G_Ins_lg_and_S_cent_ins)MeanCurv,,0
Right Gyrus And Sulcus Cingul-Mid-Ant Thickness From Qdec,,rh_G_and_S_cingul-Mid-Ant_thickness,,1
Right Sulcus Oc-temp Lat Volume From Qdec,,rh_S_oc-temp_lat_volume,Right_sulcus_oc-temp_lat_volume_from_Qdec_rh.aparc.a2009s.volume_file,1
Left Sulcus Oc-temp Lat Area From Qdec,,(S_oc-temp_lat)SurfArea,,1
Right Gyrus Temp Sup-Lateral Meancurv From Qdec,,rh_G_temp_sup-Lateral_meancurv,Right_gyrus_temp_sup-Lateral_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),1
Right Cuneus Mean Cortical Thickness,,lh_lingual_thickness,Left_lingual_thickness_from_Qdec_lh.aparc.thickness.stats_file,0
Quit Smoking,,SHQFSTOP,7. At what age did you permanently stop smoking?,1
A-beta 1-40 in Plasma,The determination of the amount of amyloid beta protein which is composed of peptides 1 to 40 in a sample.,Plasma_Abeta1-41,,1
Right Gyrus Insular Short Thickness From Qdec,,lh_S_central_meancurv,Left_sulcus_central_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),0
Right Postcentral Mean Cortical Thickness,,lh_rostralmiddlefrontal_meancurv,Left_rostralmiddlefrontal_meancurv_from_Qdec_lh.aparc.meancurv_file-FreeSurfer(v5.3),0
Right Lat Fis-ant-Horizont Volume From Qdec,,(Lat_Fis-ant-Horizont)GrayVol,,1
LeftCortexVol From Qdec Aseg,,lhCortexVol,LeftCortexVol_from_Qdec_aseg.volume.stats_file-FreeSurfer(v5.3),1
Left Sulcus Orbital Med-olfact Thickness From Qdec,,Hippo_Vol_Sx(mm^3),,0
CC Posterior From Qdec Aseg,,CC_Posterior,CC_Posterior_from_Qdec_aseg.volume.stats_file,1
Right Sulcus Orbital Med-olfact Meancurv From Qdec,,rh_S_orbital_med-olfact_meancurv,Right_sulcus_orbital_med-olfact_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file,1
Right Cuneus Mean Cortical Thickness,,(S_cingul-Marginalis)MeanCurv,,0
Right Gyrus And Sulcus Frontomargin Thickness From Qdec,,(G_and_S_frontomargin)ThickAvg,,1
Optic Chiasm Volume,,rh_insula_meancurv,,0
Left Cuneus Volume From Qdec aparc,,rh_S_suborbital_volume,Right_sulcus_suborbital_volume_from_Qdec_rh.aparc.a2009s.volume_file,0
Alzheimer’s Disease Assessment Scale 13-item (ADAS13),"Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Word recognition task for word 13 Trials 1, 2, 3.",lh_Lat_Fis-ant-Vertical_area,Left_Lat_Fis-ant-Vertical_area_from_Qdec_lh.aparc.a2009s.area.stats_file,0
Right Gyrus Cuneus Meancurv From Qdec,,PTRACE,Racial Categories,0
Living Arrangement,A description of a personal residence and the relationship between the occupants that reside there.,INLIVWTH,,1
Right Pars Triangularis Mean Cortical Thickness,,Medical History.Father Reportedly AD,Father Reportedly AD,0
Right Superior Frontal Gray Matter Volume,,rh_Lat_Fis-ant-Vertical_area,Right_Lat_Fis-ant-Vertical_area_from_Qdec_rh.aparc.a2009s.area.stats_file,0
Right Sulcus Frontal Inferior Area From Qdec,,lh_G_temp_sup-Plan_tempo_thickness,Left_gyrus_temp_sup-Plan_tempo_thickness_from_Qdec_lh.aparc.a2009s.thickness_file,0
Left Lingual Grey Gray Matter Volume,,lh_lingual_volume,Left_lingual_volume_from_Qdec_lh.aparc.volume.stats_file,1
Left Lat Fis-post Volume From Qdec,,lh_Lat_Fis-post_volume,Left_Lat_Fis-post_volume_from_Qdec_lh.aparc.a2009s.volume_file-FreeSurfer(v5.3),1
Left Parsopercularis Meancurv From Qdec,,RCMFM,,0
Left Parahippocampal Mean Cortical Thickness,,lh_parahippocampal_thickness,Left_parahippocampal_thickness_from_Qdec_lh.aparc.thickness.stats_file,1
Right Sulcus Oc-temp Lat Volume From Qdec,,rh_S_oc_sup_and_transversal_volume,Right_sulcus_oc_sup_and_transversal_volume_from_Qdec_rh.aparc.a2009s.volume_file,0
Right Superior Parietal Gray Matter Volume,,rh_superiorparietal_volume,Right_superiorparietal_volume_from_Qdec_rh.aparc.volume.stats_file,1
Left Gyrus Temp Sup-G T Transv Area From Qdec,,lh_G_temp_sup-G_T_transv_area,Left_gyrus_temp_sup-G_T_transv_area_from_Qdec_lh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),1
MaskVol-to-eTIV From Qdec Aseg,,MaskVol-to-eTIV,MaskVol-to-eTIV_from_Qdec_aseg.volume.stats_file-FreeSurfer(v5.3),1
Right Gyrus Pariet Inf-Angular Volume From Qdec,,rh_G_pariet_inf-Angular_volume,,1
Left Par Sopercularis Area,,IntraCranialVolume,Total intracranial volume,0
Left Superiorparietal Mean Cortical Thickness,,rh_precentral_thickness,Right_precentral_thickness_from_Qdec_rh.aparc.thickness.stats_file-FreeSurfer(v5.3),0
Biological Sex,The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.,left_HATA,,0
Right Sulcus Suborbital Thickness From Qdec,,rh_S_suborbital_thickness,Right_sulcus_suborbital_thickness_from_Qdec_rh.aparc.a2009s.thickness_file,1
Left Temporal Pole Area,,lh_temporalpole_area,Left_temporalpole_area_from_Qdec_lh.aparc.area_file-FreeSurfer(v5.3),1
Left Gyrus Oc-temp Med-Lingual Thickness From Qdec,,rh_G_occipital_sup_volume,Right_gyrus_occipital_sup_volume_from_Qdec_rh.aparc.a2009s.volume_file-FreeSurfer(v5.3),0
CC Mid Posterior From Qdec Aseg,,lh_parstriangularis_meancurv,Left_parstriangularis_meancurv_from_Qdec_lh.aparc.meancurv_file,0
Right Superiorfrontal Meancurv From Qdec,,rh_S_circular_insula_ant_volume,Right_sulcus_circular_insula_anterior_volume_from_Qdec_rh.aparc.a2009s.volume_file,0
Right Precentral Area,,rh_precentral_area,,1
Verbal fluency tests (Semantic) Animal,A test that measures the verbal fluency of an individual. This tool measures both semantic fluency and phonetic fluency.,rh_G_front_inf-Opercular_area,Right_gyrus_frontal_inf-Opercular_area_from_Qdec_rh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),0
Interleukin-15 (IL-15) in CSF,"Interleukin-15 (162 aa, ~18 kDa) is encoded by the human IL15 gene. This protein plays a role in the regulation of both proliferation and activation of both T-cells and natural killer cells.",rh_posteriorcingulate_thickness,Right_posteriorcingulate_thickness_from_Qdec_rh.aparc.thickness.stats_file-FreeSurfer(v5.3),0
Left Gyrus Occipital Sup Meancurv From Qdec,,lh_superiorfrontal_thickness,,0
Right Gyrus Oc-temp Lat-fusifor Thickness From Qdec,,rh_G_oc-temp_lat-fusifor_thickness,Right_gyrus_oc-temp_lat-fusifor_thickness_from_Qdec_rh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
Left Cerebellum White Matter Volume,,Left-Cerebellum-White-Matter,Left-Cerebellum-White-Matter_from_Qdec_aseg.volume.stats_file,1
Triggering Receptor Expressed on Myeloid Cells 2 (TREM2) in CSF,"Triggering receptor expressed on myeloid cells 2 (230 aa, ~25 kDa) is encoded by the human TREM2 gene. This protein plays a role in macrophage and dendritic cell immune responses.",rh_S_collat_transv_ant_volume,Right_sulcus_collat_transv_anterior_volume_from_Qdec_rh.aparc.a2009s.volume_file,0
Verbal fluency tests (Phonemic) ,A test that measures the verbal fluency of an individual. This tool measures both semantic fluency and phonetic fluency.,Neuropsych.FAS (total),Controlled Oral Word Association Test Total,1
Left Hippocampus Volume,,ST29SV,Subcortical Volume (aseg.stats) of LeftHippocampus,1
Third Ventricle Volume,,(3rd-Ventricle)Volume_mm3,,1
Left Gyrus Oc-temp Med-Parahip Volume From Qdec,,rh_paracentral_area,,0
MaskVol From Qdec Aseg,,MaskVol,,1
Left Gyrus And Sulcus Frontomargin Thickness From Qdec,,rh_transversetemporal_thickness,Right_transversetemporal_thickness_from_Qdec_rh.aparc.thickness.stats_file-FreeSurfer(v5.3),0
Right HATA Volume,Right_HATA,right_HATA,Right_HATA-FreeSurfer(v6Beta),1
Left Precuneus Mean Cortical Thickness,,RPARHIPM,,0
Left Sulcus Precentral-inf-part Volume From Qdec,,rh_G_and_S_transv_frontopol_area,Right_gyrus_and_sulcus_transv_frontopol_area_from_Qdec_rh.aparc.a2009s.area.stats_file,0
Right Insula Volume From Qdec aparc,,rh_(insula)GrayVol,,1
Right Sulcus Oc Middle And Lunatus Area From Qdec,,LENT,,0
Right Gyrus Frontal Inf-Opercular Area From Qdec,,rh_G_front_inf-Opercular_area,Right_gyrus_frontal_inf-Opercular_area_from_Qdec_rh.aparc.a2009s.area.stats_file,1
Race,A geographic ancestral origin category that is assigned to a population group based mainly on physical characteristics that are thought to be distinct and inherent.,RACE,,1
Right Parsorbitalis Mean Cortical Thickness,,RPARORBM,,1
Right Sulcus Temporal Inferior Thickness From Qdec,,rh_S_temporal_inf_thickness,Right_sulcus_temporal_inferior_thickness_from_Qdec_rh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
Left Insula Volume From Qdec aparc,,lh_insula_volume,,1
Left Inferiortemporal Volume From Qdec aparc,,wm-lh-fusiform,White-matter-left-fusiform-from_Qdec_wmparc.volume.stats_file-FreeSurfer(v5.3),0
Heart Condition,A hollow organ located slightly to the left of the middle portion of the chest. It is composed of muscle and it is divided by a septum into two sides: the right side which receives de-oxygenated blood from the body and the left side which sends newly oxygenated blood to the body. Each side is composed of two chambers: the atrium (receiving blood) and ventricle (ejecting blood).,afib,2. Atrial Fibrillation or irregular heart rhythm?,1
Marital Status,A demographic parameter indicating a person's current conjugal status.,Left-Inf-Lat-Vent,Left-Inf-Lat-Vent_from_Qdec_aseg.volume.stats_file,0
Left Inferiortemporal Mean Cortical Thickness,,lh_inferiortemporal_thickness,Left_inferiortemporal_thickness_from_Qdec_lh.aparc.thickness.stats_file-FreeSurfer(v5.3),1
Right Gyrus Frontal Inf-Opercular Volume From Qdec,,rh_G_front_inf-Opercular_volume,,1
High Blood Pressure,Blood pressure that is abnormally high.,NACCAHTN,,1
Anxiety,"A feeling of worry, nervousness, or unease about something with an uncertain outcome.",Psych_side_diag,Psych_side_diag,1
Head Injury ,"Damage inflicted on the head as the direct or indirect result of an external force, with or without disruption of structural continuity.",lrsfgv,,0
Right Gyrus Parietal Sup Volume From Qdec,,lh_(parstriangularis)GrayVol,,0
Left Paracentral Mean Cortical Thickness,,rh_MeanThickness_thickness,,0
Right Gyrus And Sulcus Cingul-Mid-Ant Volume From Qdec,,rh_G_and_S_cingul-Mid-Ant_volume,Right_gyrus_and_sulcus_cingul-Mid-Ant_volume_from_Qdec_rh.aparc.a2009s.volume_file,1
Race,A geographic ancestral origin category that is assigned to a population group based mainly on physical characteristics that are thought to be distinct and inherent.,PTRACCAT,,1
Left Gyrus Precentral Volume From Qdec,,lh_G_pariet_inf-Angular_area,,0
Right Sulcus Interm Prim-Jensen Volume From Qdec,,rh_S_interm_prim-Jensen_volume,Right_sulcus_interm_prim-Jensen_volume_from_Qdec_rh.aparc.a2009s.volume_file,1
Left Pole Occipital Volume From Qdec,,rh_medialorbitofrontal_volume,Right_medialorbitofrontal_volume_from_Qdec_rh.aparc.volume.stats_file,0
Left Gyrus Temp Sup-G T Transv Meancurv From Qdec,,lh_G_temp_sup-G_T_transv_meancurv,Left_gyrus_temp_sup-G_T_transv_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),1
Neuropsychiatric Inventory–Questionnaire (NPI-Q),"A standardized rating scale originally developed and copyrighted by Jeffrey L. Cummings in 1994 as well as published in the journal Neurology (Cummings J.L., The Neuropsychiatric Inventory: Assessing psychopathology in dementia patients. Neurology May 1997 48:10S-16S) which is used to assess the severity of an individual's neuropathic behaviors based on a observations made by the patient's caregiver. This instrument contains 12 neuropsychiatric areas associated with dementia such as delusions, anxiety, motor disturbances, and appetite. Each behavior is evaluated only if the individual displays the behavior. For these behaviors, the frequency is assessed on a scale of 0-4 with 0 being occasionally and 4 being very frequently, the severity is assessed on a scale of 1-3 with 1 being mild and 3 being marked, and the level of distress each behavior inflicts on the caregiver is assessed on a scale of 0-5 with 0 being not distressing and 5 being extremely distressing.",NPISCORE,Total Score,1
White-matter-left-middletemporal-from Qdec Wmparc,,wm-lh-middletemporal,,1
A-beta 1-42 in CSF,The determination of the amount of the 1-42 amino acid beta amyloid protein isoform present in a sample.,ABETA,ABETA,1
Left Sulcus Circular Insula Sup Volume From Qdec,,lh_S_circular_insula_sup_volume,,1
Left Pars Opercularis Mean Cortical Thickness,,lh_parsopercularis_thickness,Left_parsopercularis_thickness_from_Qdec_lh.aparc.thickness.stats_file-FreeSurfer(v5.3),1
Right Superior Temporal Gray Matter Volume,,(G_temp_sup-Plan_polar)SurfArea,,0
Right Precentral Meancurv From Qdec,,(G_Ins_lg_and_S_cent_ins)GrayVol,,0
Right Sulcus Postcentral Meancurv From Qdec,,lh_S_temporal_sup_volume,Left_sulcus_temporal_sup_volume_from_Qdec_lh.aparc.a2009s.volume_file,0
Right Gyrus Occipital Sup Volume From Qdec,,rh_G_occipital_sup_volume,,1
Right Transverse Temporal Grey Matter Volume,,rh_transversetemporal_volume,Right_transversetemporal_volume_from_Qdec_rh.aparc.volume.stats_file-FreeSurfer(v5.3),1
Left Sulcus Oc Sup And Transversal Volume From Qdec,,lh_S_oc_sup_and_transversal_volume,,1
Left Sulcus Temporal Transverse Meancurv From Qdec,,rh_G_temp_sup-Lateral_volume,Right_gyrus_temp_sup-Lateral_volume_from_Qdec_rh.aparc.a2009s.volume_file,0
Right Gyrus Orbital Meancurv From Qdec,,(G_orbital)MeanCurv,,1
Right Sulcus Collat Transv Anterior Thickness From Qdec,,rh_S_collat_transv_ant_thickness,Right_sulcus_collat_transv_anterior_thickness_from_Qdec_rh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
Left Gyrus And Sulcus Cingul-Mid-Ant Area From Qdec,,lh_G_and_S_cingul-Mid-Ant_area,Left_gyrus_and_sulcus_cingul-Mid-Ant_area_from_Qdec_lh.aparc.a2009s.area.stats_file,1
Right Precentral Mean Cortical Thickness,,ST110TA,Thickness Average (aparc.stats) of RightPrecentral,1
Left Precuneus Meancurv From Qdec,,lh_precuneus_meancurv,Left_precuneus_meancurv_from_Qdec_lh.aparc.meancurv_file,1
Right Ventral Diencephalon Volume,,Right_VentralDC,,1
Left Paracentral Gray Matter Volume,,(G_oc-temp_med-Parahip)ThickAvg,,0
Right Isthmuscingulate Meancurv From Qdec,,rh_(paracentral)SurfArea,,0
American National Reading Test (ANART),-,lh_middletemporal_meancurv,Left_middletemporal_meancurv_from_Qdec_lh.aparc.meancurv_file-FreeSurfer(v5.3),0
Functional Activities Questionnaire (FAQ),Functional Activities Questionnaire (FAQ) Total Score.,faqtotal,"""",1
Right Sulcus Precentral-inf-part Thickness From Qdec,,rh_S_precentral-inf-part_thickness,Right_sulcus_precentral-inf-part_thickness_from_Qdec_rh.aparc.a2009s.thickness_file,1
Right Gyrus Orbital Thickness From Qdec,,rh_S_circular_insula_sup_volume,Right_sulcus_circular_insula_sup_volume_from_Qdec_rh.aparc.a2009s.volume_file-FreeSurfer(v5.3),0
Right Medialorbitofrontal Area,,lh_(middletemporal)GrayVol,,0
Brain Volume,,NACCBRNV,,1
Left Lateral Occipital Gray Matter Volume,,lh_lateraloccipital_volume,,1
Left Lingual Grey Gray Matter Volume,,ST107TA,Thickness Average (aparc.stats) of RightPericalcarine,0
Visit,The act of going to see some person or place or thing; it can cover a short or long period but refers to a non-permanent arrangement.,rh_S_precentral-inf-part_volume,,0
Vision,"Tests to assess the ability to focus on and discern objects, colors, depth, etc.",lh_S_collat_transv_post_thickness,Left_sulcus_collat_transv_posterior_thickness_from_Qdec_lh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),0
Right Gyrus Postcentral Area From Qdec,,rh_G_postcentral_area,Right_gyrus_postcentral_area_from_Qdec_rh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),1
Left Gyrus Subcallosal Thickness From Qdec,,lh_G_subcallosal_thickness,Left_gyrus_subcallosal_thickness_from_Qdec_lh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
Left Rostral Middle Frontal Mean Cortical Thickness,,BCHDACHE,11. Headache,0
Right Gyrus And Sulcus Subcentral Volume From Qdec,,rh_G_and_S_subcentral_volume,,1
Right Gyrus Postcentral Volume From Qdec,,rh_G_postcentral_volume,Right_gyrus_postcentral_volume_from_Qdec_rh.aparc.a2009s.volume_file,1
Left Gyrus Cingul-Post-ventral Thickness From Qdec,,lh_G_cingul-Post-ventral_thickness,Left_gyrus_cingul-Post-ventral_thickness_from_Qdec_lh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
Right Banks Of The Superior Temoral Sulcus Area,,lh_lateralorbitofrontal_area,Left_lateralorbitofrontal_area_from_Qdec_lh.aparc.area_file-FreeSurfer(v5.3),0
Left Lat Fis-ant-Horizont Thickness From Qdec,,lh_Lat_Fis-ant-Horizont_thickness,Left_Lat_Fis-ant-Horizont_thickness_from_Qdec_lh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
Right Gyrus Frontal Inf-Orbital Area From Qdec,,lh_(paracentral)MeanCurv,,0
Left Parstriangularis Meancurv From Qdec,,lh_parstriangularis_meancurv,Left_parstriangularis_meancurv_from_Qdec_lh.aparc.meancurv_file,1
Left Gyrus Precentral Meancurv From Qdec,,lh_G_precentral_meancurv,,1
