var_1,description_1,var_2,description_2,label
Left-UnsegmentedWhiteMatter-from Qdec Wmparc,Left-UnsegmentedWhiteMatter-from_Qdec_wmparc.volume.stats_file,Left-UnsegmentedWhiteMatter,,1
Cerebrospinal Fluid Volume,,rh_S_postcentral_area,,0
Head Injury ,"Damage inflicted on the head as the direct or indirect result of an external force, with or without disruption of structural continuity.",Medical History.Serious Head Injury,Serious Head Injury,1
Left Temporalpole Volume From Qdec aparc,,lh_temporalpole_volume,Left_temporalpole_volume_from_Qdec_lh.aparc.volume.stats_file,1
Right Fimbria Volume,Right_fimbria,rbans_total_scale,,0
Left Sulcus Temporal Sup Thickness From Qdec,,(S_temporal_sup)ThickAvg,,1
Right Pars Orbitalis Gray Matter Volume,,rh_parsorbitalis_volume,,1
BrainSegVolNotVent From Qdec Aseg,,ST45SA,Surface Area (aparc.stats) of LeftParsOpercularis,0
Left Gyrus Temporal Inferior Volume From Qdec,,(G_temporal_inf)GrayVol,,1
Left Lateral Occipital Gray Matter Volume,,LLATOCC,,1
Right Precuneus Grey Matter Volume,,rh_precuneus_volume,Right_precuneus_volume_from_Qdec_rh.aparc.volume.stats_file-FreeSurfer(v5.3),1
Right Fimbria Volume,Right_fimbria,right_fimbria,Right_fimbria-FreeSurfer(v6Beta),1
Right Sulcus Temporal Sup Volume From Qdec,,rh_S_temporal_sup_volume,Right_sulcus_temporal_sup_volume_from_Qdec_rh.aparc.a2009s.volume_file,1
Right Middle Temporal Gray Matter Volume,,No total score.,,0
Right Sulcus Precentral-sup-part Volume From Qdec,,rh_S_precentral-sup-part_volume,,1
Right Sulcus Interm Prim-Jensen Area From Qdec,,(S_interm_prim-Jensen)SurfArea,,1
Diabetes,A metabolic disorder characterized by abnormally high blood sugar levels due to diminished production of insulin or insulin resistance/desensitization.,diab,Past_pathological_anamnesis:_ask_to_the_patient_if_suffers_for_diabetes,1
Left Gyrus And Sulcus Transv Frontopol Volume From Qdec,,lh_G_and_S_transv_frontopol_volume,Left_gyrus_and_sulcus_transv_frontopol_volume_from_Qdec_lh.aparc.a2009s.volume_file-FreeSurfer(v5.3),1
Right Sulcus Oc-temp Med And Lingual Meancurv From Qdec,,rh_supramarginal_area,,0
Left Pallidum Volume,,Left-Pallidum,,1
APOE Allele 1,"Human APOE*4 allele is located in the vicinity of 19q13.2 and is approximately 4 kb in length. This allele, which encodes apolipoprotein E4, plays a role in triglyceride metabolism. The allele is associated with increased occurrence of both Alzheimer disease and coronary artery disease.",NACCAPOE,,1
Left Gyrus Temporal Inferior Meancurv From Qdec,,lh_G_temporal_inf_meancurv,,1
Logical Memory - Delayed Recall,"A subtest of the Wechsler Memory Scale, 4th Edition that assesses narrative memory under a free recall condition. A short story is presented orally. After a delay, the subject is asked to recall the story from memory.",(S_oc-temp_med_and_Lingual)GrayVol,,0
Left Lingual Grey Gray Matter Volume,,(S_orbital-H_Shaped)SurfArea,,0
Left Gyrus And Sulcus Cingul-Ant Meancurv From Qdec,,lh_G_and_S_cingul-Ant_meancurv,,1
Right Fusiform Area,,ST85SA,Surface Area (aparc.stats) of RightFusiform,1
Clinical Dementia Rating (CDR),"A standardized rating scale developed by John C. Morris in 1997 to evaluate the severity of an individual's cognitive impairment. This instrument contains 6 areas which include memory, orientation, judgment and problem solving, community affairs, home and hobbies, and personal care. Each item is rated on a scale from 0 to 3 with 0 being none and 3 being severe.",lh_G_temp_sup-G_T_transv_meancurv,,0
Right Sulcus Orbital Lateral Meancurv From Qdec,,rh_S_orbital_lateral_meancurv,Right_sulcus_orbital_lateral_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),1
Left Supramarginal Mean Cortical Thickness,,(G_temp_sup-Plan_tempo)GrayVol,,0
Left Gyrus And Sulcus Frontomargin Area From Qdec,,lh_(cuneus)SurfArea,,0
Left-UnsegmentedWhiteMatter-from Qdec Wmparc,Left-UnsegmentedWhiteMatter-from_Qdec_wmparc.volume.stats_file,lh_G_front_inf-Opercular_volume,,0
Left Gyrus Temp Sup-Lateral Thickness From Qdec,,AXHDACHE,11. Headache,0
Right Gyrus And Sulcus Cingul-Ant Thickness From Qdec,,rh_G_and_S_cingul-Ant_thickness,,1
Clock Drawing Test,A test of the ability of an individual to accurately place the numbers and hands of a clock in their usual and specified positions.,rh_superiorparietal_area,Right_superiorparietal_area_from_Qdec_rh.aparc.area_file-FreeSurfer(v5.3),0
Right Superior Parietal Gray Matter Volume,,rh_rostralmiddlefrontal_thickness,Right_rostralmiddlefrontal_thickness_from_Qdec_rh.aparc.thickness.stats_file-FreeSurfer(v5.3),0
Right Paracentral Mean Cortical Thickness,,rh_G_cingul-Post-ventral_volume,Right_gyrus_cingul-Post-ventral_volume_from_Qdec_rh.aparc.a2009s.volume_file-FreeSurfer(v5.3),0
Left Superior Frontal Gray Matter Volume,,rh_S_front_inf_area,,0
Marital Status,A demographic parameter indicating a person's current conjugal status.,lh_G_front_inf-Triangul_thickness,Left_gyrus_frontal_inf-Triangul_thickness_from_Qdec_lh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),0
Left Precentral Meancurv From Qdec,,lh_precentral_meancurv,Left_precentral_meancurv_from_Qdec_lh.aparc.meancurv_file-FreeSurfer(v5.3),1
Mini-Mental State Examination (MMSE),Mini-Mental State Examination (MMSE) Total score.,mmse_total,,1
Left Gyrus Cingul-Post-dorsal Volume From Qdec,,rh_Lat_Fis-ant-Vertical_meancurv,Right_Lat_Fis-ant-Vertical_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),0
Diabetes,A metabolic disorder characterized by abnormally high blood sugar levels due to diminished production of insulin or insulin resistance/desensitization.,wm-rh-posteriorcingulate,White-matter-Right-posteriorcingulate-from_Qdec_wmparc.volume.stats_file-FreeSurfer(v5.3),0
Right Transverse Temporal Grey Matter Volume,,RTRTEM,,1
Left Pars Triangularis Gray Matter Volume,,lrsupalv,,0
Left Gyrus And Sulcus Cingul-Ant Volume From Qdec,,lh_parstriangularis_volume,,0
Left Ventral Diencephalon Volume,,ST65SV,Subcortical Volume (aseg.stats) of LeftVentralDC,1
Right Gyrus Temp Sup-G T Transv Meancurv From Qdec,,lh_superiorfrontal_volume,Left_superiorfrontal_volume_from_Qdec_lh.aparc.volume.stats_file-FreeSurfer(v5.3),0
Right Sulcus Circular Insula Sup Area From Qdec,,Right-vessel,,0
Left Gyrus Cingul-Post-ventral Volume From Qdec,,lh_G_precuneus_area,Left_gyrus_precuneus_area_from_Qdec_lh.aparc.a2009s.area.stats_file,0
Profession,A grouping of occupations and fields of study.,ST28SA,Surface Area (aparc.stats) of LeftHemisphereWM,0
Left Parahippocampal Area,,lh_parahippocampal_area,Left_parahippocampal_area_from_Qdec_lh.aparc.area_file,1
White-matter-left-parahippocampal-from Qdec Wmparc,,wm-lh-parahippocampal,White-matter-left-parahippocampal-from_Qdec_wmparc.volume.stats_file,1
Left Lingual Grey Gray Matter Volume,,Gender,Subject's_gender,0
Hearing,"The auditory faculty, the perception of sound by the ear.",udit,Physical_examination-Somatic_symptoms:_hearing_difficulties,1
Country of Residence,The country in which an individual permanently resides.,Country_of_Residence,,1
Right Frontal Pole Grey Matter Volume,,rh_frontalpole_volume,Right_frontalpole_volume_from_Qdec_rh.aparc.volume.stats_file,1
Marital Status,A demographic parameter indicating a person's current conjugal status.,lh_precentral_thickness,Left_precentral_thickness_from_Qdec_lh.aparc.thickness.stats_file-FreeSurfer(v5.3),0
PET-hypoperfusion: angular left,,PET-ROI-angular_left,,1
Mother AD,,CSFNFL,,0
White-matter-Right-cuneus-from Qdec Wmparc,,wm-rh-cuneus,,1
Right Gyrus Temp Sup-Plan Tempo Area From Qdec,,lh_inferiorparietal_meancurv,Left_inferiorparietal_meancurv_from_Qdec_lh.aparc.meancurv_file-FreeSurfer(v5.3),0
Right Pars Opercularis Gray Matter Volume,,rh_parsopercularis_volume,Right_parsopercularis_volume_from_Qdec_rh.aparc.volume.stats_file,1
Geriatric Depression Scale (GDS),Geriatric Depression Scale Short Form total score.,lh_caudalmiddlefrontal_area,Left_caudalmiddlefrontal_area_from_Qdec_lh.aparc.area_file,0
Right Sulcus Temporal Sup Volume From Qdec,,rh_S_temporal_sup_volume,,1
Left Gyrus Pariet Inf-Angular Area From Qdec,,Left-Hippocampus,,0
Left Gyrus Temporal Inferior Meancurv From Qdec,,lh_posteriorcingulate_volume,,0
Left Gyrus Ins Lg And Sulcus Cent Ins Volume From Qdec,,lh_G_Ins_lg_and_S_cent_ins_volume,Left_gyrus_Ins_lg_and_sulcus_cent_ins_volume_from_Qdec_lh.aparc.a2009s.volume_file-FreeSurfer(v5.3),1
Right Fusiform Area,,rh_S_calcarine_meancurv,,0
Right Gyrus Occipital Middle Volume From Qdec,,(G_occipital_middle)GrayVol,,1
Right Banks Of The Superior Temoral Sulcus Area,,lh_S_circular_insula_inf_area,Left_sulcus_circular_insula_inferior_area_from_Qdec_lh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),0
Left Gyrus And Sulcus Frontomargin Meancurv From Qdec,,lh_G_and_S_frontomargin_meancurv,Left_gyrus_and_sulcus_frontomargin_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),1
Left Amygdala Volume,,lh_lingual_area,,0
Right Lateralorbitofrontal Volume,,rh_lateralorbitofrontal_volume,Right_lateralorbitofrontal_volume_from_Qdec_rh.aparc.volume.stats_file-FreeSurfer(v5.3),1
Right Gyrus Frontal Inf-Opercular Meancurv From Qdec,,rh_G_and_S_cingul-Mid-Ant_thickness,Right_gyrus_and_sulcus_cingul-Mid-Ant_thickness_from_Qdec_rh.aparc.a2009s.thickness_file,0
Left SurfaceHoles From Qdec Aseg,,lhSurfaceHoles,Left_SurfaceHoles_from_Qdec_aseg.volume.stats_file,1
Right Amygdala Volume,,lh_G_temporal_middle_volume,,0
Bipolar,"A disorder of the brain that causes unusual shifts in mood, energy, activity levels and the ability to carry out day-to-day tasks. Often these moods range and shift from periods of elation and energized behavior to those of hopelessness and depression.",(S_collat_transv_post)ThickAvg,,0
A-beta 1-42 in CSF,The determination of the amount of the 1-42 amino acid beta amyloid protein isoform present in a sample.,CSF_ABETA42,Measure_of_the_ABETA_42_protein_in_the_Cerebrospinal_Fluid_(CSF)_,1
Left Sulcus Orbital Med-olfact Volume From Qdec,,lh_S_orbital_med-olfact_volume,,1
Right Precuneus Meancurv From Qdec,,(G_temp_sup-G_T_transv)GrayVol,,0
Right Gyrus And Sulcus Occipital Inferior Thickness From Qdec,,lh_G_insular_short_meancurv,Left_gyrus_insular_short_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),0
Right Gyrus Frontal Middle Area From Qdec,,MH14ALCH,14. Alcohol Abuse,0
Digit Span Test (Forward),A subtest of the Wechsler Adult Intelligence Scale - Fourth Edition. The subject is read a sequence of numbers and recalls the numbers in the same order.,lh_cuneus_thickness,Left_cuneus_thickness_from_Qdec_lh.aparc.thickness.stats_file,0
Right Caudalmiddlefrontal Volume From Qdec aparc,,wm-lh-inferiorparietal,White-matter-left-inferiorparietal-from_Qdec_wmparc.volume.stats_file-FreeSurfer(v5.3),0
Left Pole Temporal Meancurv From Qdec,,lh_Pole_temporal_meancurv,,1
Left Gyrus Occipital Middle Thickness From Qdec,,(G_occipital_middle)ThickAvg,,1
Left Inferiorparietal Volume From Qdec aparc,,lh_inferiorparietal_volume,Left_inferiorparietal_volume_from_Qdec_lh.aparc.volume.stats_file-FreeSurfer(v5.3),1
Right Entorightinal Volume From Qdec aparc,,lh_S_temporal_transverse_thickness,Left_sulcus_temporal_transverse_thickness_from_Qdec_lh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),0
Cerebrospinal Fluid Volume,,rh_G_oc-temp_med-Parahip_area,Right_gyrus_oc-temp_med-Parahip_area_from_Qdec_rh.aparc.a2009s.area.stats_file,0
Left Superior Parietal Gray Matter Volume,,RSUPPARM,,0
Left Postcentral Gray Matter Volume,,lh_(postcentral)GrayVol,,1
Left Posterior Cingulate Gray Matter Volume,,llpcingv,,1
Left Cortical White Matter Volume From Qdec,Left cortical white matter volume,(G_temporal_middle)ThickAvg,,0
Left Caudalanteriorcingulate Meancurv From Qdec,,rh_caudalmiddlefrontal_area,,0
Brain Volume,,lh_medialorbitofrontal_area,Left_medialorbitofrontal_area_from_Qdec_lh.aparc.area_file-FreeSurfer(v5.3),0
Right Sulcus Frontal Inferior Area From Qdec,,wm-lh-bankssts,,0
Hypoacusis,"Partial or complete loss of the ability to detect or understand sounds resulting from damage to the outer, middle, or inner ear structures. Causes include exposure to loud noise, ear infections, injuries to the Partial or complete loss of the ability to detect or understand sounds resulting from damage to the outer, middle, or inner ear structures. Causes include exposure to loud noise, ear infections, injuries to the ear, genetic, and congenital disorders.",rh_inferiorparietal_area,Right_inferiorparietal_area_from_Qdec_rh.aparc.area_file,0
Right Gyrus Parietal Sup Thickness From Qdec,,rh_G_temporal_inf_thickness,Right_gyrus_temporal_inferior_thickness_from_Qdec_rh.aparc.a2009s.thickness_file,0
Cancer,"A tumor composed of atypical neoplastic, often pleomorphic cells that invade other tissues. Malignant neoplasms often metastasize to distant anatomic sites and may recur after excision. The most common malignant neoplasms are carcinomas (adenocarcinomas or squamous cell carcinomas), Hodgkin and non-Hodgkin lymphomas, leukemias, melanomas, and sarcomas.",tum,Past_pathological_anamnesis:_ask_to_the_patient_if_any_medician_has_ever_told_him_that_suffer_for_cancer,1
Right Cortical White Matter Volume,,rhCorticalWhiteMatterVol,,1
tTau in CSF,"Is a quantification of total tau protein, a biomarker for Alzheimer's disease.",rh_S_central_volume,Right_sulcus_central_volume_from_Qdec_rh.aparc.a2009s.volume_file-FreeSurfer(v5.3),0
Left Gyrus Pariet Inf-Supramar Thickness From Qdec,,lh_G_pariet_inf-Supramar_thickness,Left_gyrus_pariet_inf-Supramar_thickness_from_Qdec_lh.aparc.a2009s.thickness_file,1
Left Sulcus Frontal Sup Area From Qdec,,lh_S_front_sup_area,Left_sulcus_frontal_sup_area_from_Qdec_lh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),1
Left GC-ML-DG Volume,Left_GC-ML-DG,left_GC-ML-DG,Left_GC-ML-DG,1
Right Gyrus Temporal Middle Volume From Qdec,,rh_S_temporal_transverse_thickness,Right_sulcus_temporal_transverse_thickness_from_Qdec_rh.aparc.a2009s.thickness_file,0
PET-hypoperfusion: occipital right,,PETOCCDX,PET-hypoperfusion:-occipital_right,1
Right Fusiform Gray Matter Volume,,lh_(supramarginal)ThickAvg,,0
Right Gyrus And Sulcus Paracentral Volume From Qdec,,triagre,TMT_raw_score-part_A,0
Left Lat Fis-ant-Vertical Thickness From Qdec,,lh_Lat_Fis-ant-Vertical_thickness,,1
Right Gyrus Cuneus Volume From Qdec,,ST46CV,Cortical Volume (aparc.stats) of LeftParsOrbitalis,0
Biological Sex,The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.,SEX,,1
Mother Dementia,,family_dementia_history,,1
Diagnosis,"The investigation, analysis and recognition of the presence and nature of disease, condition, or injury from expressed signs and symptoms; also, the scientific determination of any kind; the concise results of such an investigation.",rh_(lateraloccipital)SurfArea,,0
Right Gyrus Frontal Inf-Orbital Meancurv From Qdec,,lh_(medialorbitofrontal)SurfArea,,0
Right Isthmuscingulate Meancurv From Qdec,,wm-lh-cuneus,,0
Left Precentral Gray Matter Volume,,lh_precentral_volume,Left_precentral_volume_from_Qdec_lh.aparc.volume.stats_file-FreeSurfer(v5.3),1
Right Cuneus Meancurv From Qdec,,rh_cuneus_meancurv,,1
Right Gyrus Precuneus Area From Qdec,,rh_G_precuneus_area,Right_gyrus_precuneus_area_from_Qdec_rh.aparc.a2009s.area.stats_file,1
Left Sulcus Frontal Middle Area From Qdec,,lh_S_front_middle_area,Left_sulcus_frontal_middle_area_from_Qdec_lh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),1
Age,How long something has existed; elapsed time since birth.,RPOSCINM,,0
Left Lat Fis-ant-Vertical Area From Qdec,,rh_(entorhinal)SurfArea,,0
Right Isthmuscingulate Area From Qdec,,lh_G_and_S_occipital_inf_area,Left_gyrus_and_sulcus_occipital_inferior_area_from_Qdec_lh.aparc.a2009s.area.stats_file,0
Right Gyrus Temporal Middle Meancurv From Qdec,,lh_caudalmiddlefrontal_meancurv,Left_caudalmiddlefrontal_meancurv_from_Qdec_lh.aparc.meancurv_file,0
Head Injury ,"Damage inflicted on the head as the direct or indirect result of an external force, with or without disruption of structural continuity.",rh_G_temp_sup-Plan_polar_thickness,Right_gyrus_temp_sup-Plan_polar_thickness_from_Qdec_rh.aparc.a2009s.thickness_file,0
APOE Allele 2,"Human APOE*4 allele is located in the vicinity of 19q13.2 and is approximately 4 kb in length. This allele, which encodes apolipoprotein E4, plays a role in triglyceride metabolism. The allele is associated with increased occurrence of both Alzheimer disease and coronary artery disease.",apoe_result,,1
Right Rostral Middle Frontal Gray Matter Volume,,lh_S_oc_sup_and_transversal_thickness,Left_sulcus_oc_sup_and_transversal_thickness_from_Qdec_lh.aparc.a2009s.thickness_file,0
Left Middle Temporal Mean Cortical Thickness,,ST40TA,Thickness Average (aparc.stats) of LeftMiddleTemporal,1
Right Gyrus Temporal Middle Volume From Qdec,,rh_G_temporal_middle_volume,Right_gyrus_temporal_middle_volume_from_Qdec_rh.aparc.a2009s.volume_file,1
Left-vessel From Qdec,,lh_S_temporal_inf_thickness,Left_sulcus_temporal_inferior_thickness_from_Qdec_lh.aparc.a2009s.thickness_file,0
Right Sulcus Oc Sup And Transversal Volume From Qdec,,CST3A,Synaptic_plasticiy:_presence_of_cystatin_third,0
Right Pericalcarine Gray Matter Volume,,rh_pericalcarine_volume,Right_pericalcarine_volume_from_Qdec_rh.aparc.volume.stats_file-FreeSurfer(v5.3),1
Left Gyrus Temporal Middle Thickness From Qdec,,lh_(parstriangularis)SurfArea,,0
Right Gyrus Orbital Meancurv From Qdec,,rh_G_orbital_meancurv,,1
Right Precentral Gray Matter Volume,,ST108SA,Surface Area (aparc.stats) of RightPostcentral,0
Right Sulcus Precentral-inf-part Volume From Qdec,,rh_supramarginal_meancurv,Right_supramarginal_meancurv_from_Qdec_rh.aparc.meancurv_file,0
Right Lateraloccipital Meancurv From Qdec,,left_CA3,Left_CA3-FreeSurfer(v6Beta),0
Left Superior Frontal Mean Cortical Thickness,,lh_superiorfrontal_thickness,,1
Right Supramarginal Area,,rh_(supramarginal)SurfArea,,1
Left Insula Meancurv From Qdec,,lh_insula_meancurv,,1
White-matter-Right-lateralorbitofrontal-from Qdec Wmparc,,LPOSCIN,,0
Right Entorightinal Volume From Qdec aparc,,rh_entorhinal_volume,,1
Right Banks Of The Superior Temoral Sulcus Volume,,rh_bankssts_volume,Right_banks_of_the_superior_temoral_sulcus_volume_from_Qdec_rh.aparc.volume.stats_file-FreeSurfer(v5.3),1
Right Gyrus Precuneus Area From Qdec,,(G_precuneus)SurfArea,,1
Right Parahippocampal Gray Matter Volume,,ST109CV,Cortical Volume (aparc.stats) of RightPosteriorCingulate,0
Left Gyrus Frontal Inf-Opercular Meancurv From Qdec,,lh_G_front_inf-Opercular_meancurv,,1
Left Inferiortemporal Mean Cortical Thickness,,rh_G_and_S_cingul-Mid-Post_meancurv,Right_gyrus_and_sulcus_cingul-Mid-Post_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),0
Right Gyrus Occipital Middle Volume From Qdec,,rh_inferiortemporal_area,Right_inferiortemporal_area_from_Qdec_rh.aparc.area_file-FreeSurfer(v5.3),0
Left Superiorparietal Mean Cortical Thickness,,lh_superiorparietal_thickness,,1
Advanced Instrumental Activities of Daily Living (AIADL),A section of the Older Americans Resource Scale Multidimensional Functional Assessment Questionnaire (OMFAQ) that seeks information about a person's functional ability to conduct the complex activities of daily living that allow for independent living within a community.,total_score,,1
Right Gyrus Frontal Inf-Triangul Area From Qdec,,rh_G_front_inf-Triangul_area,,1
White-matter-left-precuneus-from Qdec Wmparc,,wm-lh-precuneus,White-matter-left-precuneus-from_Qdec_wmparc.volume.stats_file-FreeSurfer(v5.3),1
Left Postcentral Meancurv From Qdec,,lh_postcentral_meancurv,Left_postcentral_meancurv_from_Qdec_lh.aparc.meancurv_file-FreeSurfer(v5.3),1
Right Gyrus Temp Sup-Plan Tempo Volume From Qdec,,(G_temp_sup-Plan_tempo)GrayVol,,1
SNAP-25 in CSF,"Synaptosomal-associated protein 25 (206 aa, ~23 kDa) is encoded by the human SNAP25 gene. This protein plays a role in vesicular transport.",SNAP,,1
Cortical Gray Matter Volume,,CortexVol,,1
Visinin-Like Protein 1 (VILIP-1) in CSF,A visinin-like protein 1 that is encoded in the genome of human.,VILIP,,1
Left Posterior Cingulate Mean Cortical Thickness,,lh_posteriorcingulate_thickness,,1
Right Gyrus Frontal Inf-Opercular Volume From Qdec,,rh_G_front_inf-Opercular_volume,Right_gyrus_frontal_inf-Opercular_volume_from_Qdec_rh.aparc.a2009s.volume_file,1
Trail Making Test (TMT) B,Huntington's Disease Cognitive Assessment Battery (HD-CAB) Trail Making Test-B key variable for composite score: Time to completion (sec) of TMT Part B with upper time limit of 240 seconds (reverse scored).,rh_G_Ins_lg_and_S_cent_ins_thickness,,0
Right Fimbria Volume,Right_fimbria,right_fimbria,Right_fimbria,1
Right Gyrus Rectus Thickness From Qdec,,rh_G_rectus_thickness,Right_gyrus_rectus_thickness_from_Qdec_rh.aparc.a2009s.thickness_file,1
Left Gyrus And Sulcus Cingul-Mid-Ant Area From Qdec,,ST58SA,Surface Area (aparc.stats) of LeftSuperiorTemporal,0
Left Parahippocampal Mean Cortical Thickness,,lh_parahippocampal_thickness,Left_parahippocampal_thickness_from_Qdec_lh.aparc.thickness.stats_file-FreeSurfer(v5.3),1
Left Fimbria Volume,Left_fimbria,left_fimbria,Left_fimbria,1
Right Gyrus Occipital Sup Thickness From Qdec,,LCUNM,,0
Left Gyrus Oc-temp Lat-fusifor Volume From Qdec,,rh_superiortemporal_volume,Right_superiortemporal_volume_from_Qdec_rh.aparc.volume.stats_file,0
Left Lat Fis-post Area From Qdec,,rh_precentral_meancurv,Right_precentral_meancurv_from_Qdec_rh.aparc.meancurv_file-FreeSurfer(v5.3),0
Left Gyrus And Sulcus Cingul-Ant Thickness From Qdec,,Mother_Has_Alzheimer's_Disease,,0
Right Gyrus Subcallosal Meancurv From Qdec,,rh_pericalcarine_volume,,0
Right Parstriangularis Meancurv From Qdec,,rh_parstriangularis_meancurv,Right_parstriangularis_meancurv_from_Qdec_rh.aparc.meancurv_file,1
Left Sulcus Central Meancurv From Qdec,,lh_S_central_meancurv,Left_sulcus_central_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),1
Right HATA Volume,Right_HATA,Left-VentralDC,,0
Right Pole Occipital Thickness From Qdec,,dcfdx,,0
Left Inferior Temporal Area,,lh_inferiortemporal_area,,1
Right Gyrus Oc-temp Med-Lingual Thickness From Qdec,,rh_G_oc-temp_med-Lingual_thickness,Right_gyrus_oc-temp_med-Lingual_thickness_from_Qdec_rh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
Left Lateral Orbitofrontal Area,,TMT_B,Time_needed_for_accomplish_the_Trial_Making_Test-B,0
Right CA3 Volume,Right_CA3,rh_frontalpole_thickness,,0
Left Lat Fis-post Thickness From Qdec,,(Lat_Fis-post)ThickAvg,,1
Left Sulcus Precentral-inf-part Volume From Qdec,,llsfgv,,0
Left Gyrus Temp Sup-G T Transv Meancurv From Qdec,,lh_G_front_inf-Opercular_volume,Left_gyrus_frontal_inf-Opercular_volume_from_Qdec_lh.aparc.a2009s.volume_file-FreeSurfer(v5.3),0
Neurofilament Light Chain (NfL) in Plasma,"Quantification of the levels of neurofilament light chain, typically in blood or cerebrospinal fluid. Used as a marker of neurodegeneration, in Alzheimer's disease, Amyotrophic Lateral Sclerosis, multiple sclerosis and Huntington's disease.",Clock_Drawing_score,,0
Right Gyrus And Sulcus Cingul-Mid-Ant Thickness From Qdec,,rh_G_and_S_cingul-Mid-Ant_thickness,Right_gyrus_and_sulcus_cingul-Mid-Ant_thickness_from_Qdec_rh.aparc.a2009s.thickness_file,1
Left Sulcus Precentral-sup-part Volume From Qdec,,lh_S_postcentral_volume,Left_sulcus_postcentral_volume_from_Qdec_lh.aparc.a2009s.volume_file,0
Right Sulcus Frontal Sup Meancurv From Qdec,,rh_S_front_sup_meancurv,Right_sulcus_frontal_sup_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),1
Clinical Dementia Rating Scale Sum of Boxes (CDRSB),Clinical Dementia Rating (CDR) Sum of Boxes.,CDR-SOB,,1
Chest Pain,-,rh_G_temp_sup-Plan_tempo_volume,,0
Right Sulcus Orbital Lateral Meancurv From Qdec,,rh_S_orbital_lateral_meancurv,,1
Right Sulcus Oc Sup And Transversal Meancurv From Qdec,,rh_S_oc_sup_and_transversal_meancurv,Right_sulcus_oc_sup_and_transversal_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),1
Right Sulcus Pericallosal Area From Qdec,,rh_S_pericallosal_area,Right_sulcus_pericallosal_area_from_Qdec_rh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),1
Father Age Onset,,FATHAGE,At what approximate age did symptoms start?,1
Age,How long something has existed; elapsed time since birth.,lh_G_cingul-Post-dorsal_area,,0
Left Sulcus Oc-temp Lat Thickness From Qdec,,lh_S_oc-temp_lat_thickness,,1
White-matter-Right-cuneus-from Qdec Wmparc,,wm-rh-cuneus,White-matter-Right-cuneus-from_Qdec_wmparc.volume.stats_file-FreeSurfer(v5.3),1
Left Sulcus Oc-temp Lat Area From Qdec,,No total score.,,0
Left Sulcus Oc-temp Med And Lingual Area From Qdec,,lh_S_oc-temp_med_and_Lingual_area,,1
Left Gyrus Temporal Middle Thickness From Qdec,,RCMFM,,0
Right Lateraloccipital Area,,rh_lateraloccipital_area,,1
Left Cuneus Mean Cortical Thickness,,rh_entorhinal_area,,0
Right Frontalpole Meancurv From Qdec,,rh_frontalpole_meancurv,Right_frontalpole_meancurv_from_Qdec_rh.aparc.meancurv_file-FreeSurfer(v5.3),1
Left Gyrus Temp Sup-G T Transv Meancurv From Qdec,,lh_G_temp_sup-G_T_transv_meancurv,Left_gyrus_temp_sup-G_T_transv_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file,1
Right Transverse Temporal Grey Matter Volume,,rh_(transversetemporal)GrayVol,,1
Right Entorightinal Mean Cortical Thickness,,rh_temporalpole_thickness,Right_temporalpole_thickness_from_Qdec_rh.aparc.thickness.stats_file-FreeSurfer(v5.3),0
Visit,The act of going to see some person or place or thing; it can cover a short or long period but refers to a non-permanent arrangement.,ApoE4,,0
Left Transverse Temporal Area,,lh_transversetemporal_area,Left_transversetemporal_area_from_Qdec_lh.aparc.area_file-FreeSurfer(v5.3),1
PiB PET,Pittsburgh Compound-B Positron Emission Tomography,rh_G_oc-temp_lat-fusifor_area,,0
Left Sulcus Cingul-Marginalis Meancurv From Qdec,,(S_cingul-Marginalis)MeanCurv,,1
Left Cerebellum White Matter Volume,,llcbwmv,,1
Right Gyrus Rectus Area From Qdec,,rh_G_rectus_area,Right_gyrus_rectus_area_from_Qdec_rh.aparc.a2009s.area.stats_file,1
Left Gyrus Subcallosal Area From Qdec,,WHITEVOL,,0
Right Sulcus Frontal Middle Thickness From Qdec,,rh_S_front_middle_thickness,Right_sulcus_frontal_middle_thickness_from_Qdec_rh.aparc.a2009s.thickness_file,1
Obesity,A disorder involving an excessive amount of body fat.,Obesity,Current obesity,1
