var_1,description_1,var_2,description_2,label
Left Cuneus Meancurv From Qdec,,lh_cuneus_meancurv,Left_cuneus_meancurv_from_Qdec_lh.aparc.meancurv_file-FreeSurfer(v5.3),1
Right Posterior Cingulate Mean Cortical Thickness,,rh_G_and_S_cingul-Mid-Ant_area,Right_gyrus_and_sulcus_cingul-Mid-Ant_area_from_Qdec_rh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),0
Right Sulcus Circular Insula Anterior Meancurv From Qdec,,(S_circular_insula_ant)MeanCurv,,1
White-matter-left-fusiform-from Qdec Wmparc,,ANARTERR,,0
Right Sulcus Circular Insula Anterior Meancurv From Qdec,,lh_(parsopercularis)MeanCurv,,0
Left Sulcus Circular Insula Anterior Thickness From Qdec,,ST113CV,Cortical Volume (aparc.stats) of RightRostralAnteriorCingulate,0
Right Parsorbitalis Mean Cortical Thickness,,rh_(parsorbitalis)ThickAvg,,1
Schizophrenia,"A major psychotic disorder characterized by abnormalities in the perception or expression of reality. It affects the cognitive and psychomotor functions. Common clinical signs and symptoms include delusions, hallucinations, disorganized thinking, and retreat from reality.",EXPSYCH,,1
White-matter-Right-insula-from Qdec Wmparc,White-matter-Right-insula-from_Qdec_wmparc.volume.stats_file,wm-rh-insula,White-matter-Right-insula-from_Qdec_wmparc.volume.stats_file,1
Right Sulcus Collat Transv Posterior Volume From Qdec,,Right-Putamen,Right-Putamen_from_Qdec_aseg.volume.stats_file,0
Right Presubiculum Volume,Right_presubiculum,lh_superiortemporal_area,Left_superiortemporal_area_from_Qdec_lh.aparc.area_file-FreeSurfer(v5.3),0
Participant ID,An alphanumeric identifier assigned to a specific patient.,PatientID,Unique_patient_identifier_code,1
Left Lat Fis-ant-Vertical Thickness From Qdec,,lh_Lat_Fis-ant-Vertical_thickness,Left_Lat_Fis-ant-Vertical_thickness_from_Qdec_lh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
Left Lat Fis-post Volume From Qdec,,(Lat_Fis-post)GrayVol,,1
Right Inferiortemporal Volume From Qdec aparc,,lh_G_front_inf-Orbital_area,,0
Smoking,,smoking,,1
Right Lateral Ventricle Volume,,Right-Lateral-Ventricle,,1
Left Gyrus Frontal Sup Meancurv From Qdec,,lh_G_front_sup_meancurv,,1
Right Sulcus Orbital Med-olfact Area From Qdec,,Right-Pallidum,Right-Pallidum_from_Qdec_aseg.volume.stats_file-FreeSurfer(v5.3),0
pTau in CSF,,lh_parstriangularis_volume,Left_parstriangularis_volume_from_Qdec_lh.aparc.volume.stats_file,0
Right Sulcus Oc Middle And Lunatus Meancurv From Qdec,,lh_G_temporal_middle_volume,Left_gyrus_temporal_middle_volume_from_Qdec_lh.aparc.a2009s.volume_file-FreeSurfer(v5.3),0
Right Gyrus And Sulcus Occipital Inferior Volume From Qdec,,(G_and_S_occipital_inf)MeanCurv,,0
Right Gyrus Postcentral Area From Qdec,,rh_G_postcentral_area,Right_gyrus_postcentral_area_from_Qdec_rh.aparc.a2009s.area.stats_file,1
Left Sulcus Calcarine Thickness From Qdec,,lh_S_calcarine_thickness,,1
Left Postcentral Gray Matter Volume,,lh_postcentral_volume,,1
Right Precentral Area,,lh_(medialorbitofrontal)GrayVol,,0
Left Sulcus Occipital Anterior Volume From Qdec,,lh_S_occipital_ant_volume,,1
Clinical Dementia Rating (CDR),"A standardized rating scale developed by John C. Morris in 1997 to evaluate the severity of an individual's cognitive impairment. This instrument contains 6 areas which include memory, orientation, judgment and problem solving, community affairs, home and hobbies, and personal care. Each item is rated on a scale from 0 to 3 with 0 being none and 3 being severe.",lh_G_parietal_sup_meancurv,,0
Right Caudal Middle Frontal Area,,rh_caudalmiddlefrontal_area,Right_caudalmiddlefrontal_area_from_Qdec_rh.aparc.area_file,1
White-matter-left-inferiorparietal-from Qdec Wmparc,,wm-lh-inferiorparietal,,1
Right Sulcus Collat Transv Posterior Meancurv From Qdec,,(S_collat_transv_post)MeanCurv,,1
Right Fimbria Volume,Right_fimbria,(S_temporal_transverse)GrayVol,,0
Left Sulcus Occipital Anterior Volume From Qdec,,(S_occipital_ant)GrayVol,,1
Right Gyrus Subcallosal Thickness From Qdec,,rh_S_front_inf_thickness,,0
Right Supramarginal Gray Matter Volume,,rh_S_circular_insula_sup_thickness,Right_sulcus_circular_insula_sup_thickness_from_Qdec_rh.aparc.a2009s.thickness_file,0
Right Frontal Pole Thickness,,rh_frontalpole_thickness,Right_frontalpole_thickness_from_Qdec_rh.aparc.thickness.stats_file-FreeSurfer(v5.3),1
Right Gyrus Temp Sup-Plan Polar Meancurv From Qdec,,lh_precentral_volume,,0
Left Lat Fis-ant-Horizont Area From Qdec,,lh_Lat_Fis-ant-Horizont_area,Left_Lat_Fis-ant-Horizont_area_from_Qdec_lh.aparc.a2009s.area.stats_file,1
Left Pars Opercularis Gray Matter Volume,,lh_parsopercularis_volume,,1
Left Pars Opercularis Mean Cortical Thickness,,lh_bankssts_volume,,0
Left Gyrus Frontal Inf-Opercular Thickness From Qdec,,lh_G_Ins_lg_and_S_cent_ins_thickness,,0
Right Sulcus Temporal Inferior Volume From Qdec,,(G_cingul-Post-dorsal)MeanCurv,,0
Weight,The vertical force exerted by a mass as a result of gravity.,Weight,Weight,1
Left Sulcus Oc-temp Lat Thickness From Qdec,,lh_S_oc-temp_lat_thickness,Left_sulcus_oc-temp_lat_thickness_from_Qdec_lh.aparc.a2009s.thickness_file,1
Right Sulcus Oc-temp Lat Area From Qdec,,rh_G_front_inf-Opercular_meancurv,,0
Left Temporal Pole Gray Matter Volume,,rh_fusiform_volume,Right_fusiform_volume_from_Qdec_rh.aparc.volume.stats_file-FreeSurfer(v5.3),0
Right CA3 Volume,Right_CA3,right_CA3,,1
Right Lateral Ventricle Volume,,Right-Lateral-Ventricle,Right-Lateral-Ventricle_from_Qdec_aseg.volume.stats_file-FreeSurfer(v5.3),1
Left Temporalpole Meancurv From Qdec,,wm-lh-insula,White-matter-left-insula-from_Qdec_wmparc.volume.stats_file-FreeSurfer(v5.3),0
Left Sulcus Circular Insula Anterior Area From Qdec,,handedness,,0
Left Sulcus Interm Prim-Jensen Area From Qdec,,lh_S_interm_prim-Jensen_area,,1
Left Superior Parietal Gray Matter Volume,,lh_superiorparietal_volume,Left_superiorparietal_volume_from_Qdec_lh.aparc.volume.stats_file,1
Left Sulcus Collat Transv Anterior Thickness From Qdec,,rh_G_precuneus_area,Right_gyrus_precuneus_area_from_Qdec_rh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),0
Left Sulcus Orbital Med-olfact Thickness From Qdec,,rh_G_front_middle_thickness,Right_gyrus_frontal_middle_thickness_from_Qdec_rh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),0
Diagnosis,"The investigation, analysis and recognition of the presence and nature of disease, condition, or injury from expressed signs and symptoms; also, the scientific determination of any kind; the concise results of such an investigation.",lh_(superiorparietal)ThickAvg,,0
Left Transverse Temporal Mean Cortical Thickness,,Handedness,Hand_preference,0
Right Sulcus Subparietal Area From Qdec,,rh_S_subparietal_area,Right_sulcus_subparietal_area_from_Qdec_rh.aparc.a2009s.area.stats_file,1
Left Inferiortemporal Volume From Qdec aparc,,lh_inferiortemporal_volume,Left_inferiortemporal_volume_from_Qdec_lh.aparc.volume.stats_file,1
Left Temporal Pole Thickness,,(S_pericallosal)GrayVol,,0
Left Gyrus Cuneus Meancurv From Qdec,,(S_oc_sup_and_transversal)MeanCurv,,0
Left Gyrus Pariet Inf-Supramar Area From Qdec,,lh_G_pariet_inf-Supramar_area,Left_gyrus_pariet_inf-Supramar_area_from_Qdec_lh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),1
Right Caudal Anterior Cingulate Volume,,rh_(caudalanteriorcingulate)GrayVol,,1
Right Pars Triangularis Mean Cortical Thickness,,RPARTRIM,,1
Left Sulcus Cingul-Marginalis Volume From Qdec,,lh_S_cingul-Marginalis_volume,Left_sulcus_cingul-Marginalis_volume_from_Qdec_lh.aparc.a2009s.volume_file-FreeSurfer(v5.3),1
Right Sulcus Temporal Transverse Meancurv From Qdec,,rh_S_temporal_transverse_meancurv,Right_sulcus_temporal_transverse_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),1
Left Supramarginal Gray Matter Volume,,lh_S_circular_insula_inf_volume,Left_sulcus_circular_insula_inferior_volume_from_Qdec_lh.aparc.a2009s.volume_file,0
Left Gyrus Temp Sup-Lateral Area From Qdec,,lh_G_temp_sup-Lateral_area,,1
Right Lateraloccipital Meancurv From Qdec,,RFUSM,,0
Right Gyrus Occipital Sup Thickness From Qdec,,lh_G_temp_sup-G_T_transv_thickness,Left_gyrus_temp_sup-G_T_transv_thickness_from_Qdec_lh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),0
Profession,A grouping of occupations and fields of study.,GDS15,Geriatric Depression Scale - 15 items,0
Verbal fluency tests (Semantic) Vegetable or Fruits,A test that measures the verbal fluency of an individual. This tool measures both semantic fluency and phonetic fluency.,CATVEGESC,,1
Right Rostral Anterior Cingulate Gray Matter Volume,,rh_rostralanteriorcingulate_volume,,1
White-matter-Right-caudalanteriorcingulate-from Qdec Wmparc,,LINFTEMP,,0
White-matter-left-supramarginal-from Qdec Wmparc,,rh_S_collat_transv_post_volume,Right_sulcus_collat_transv_posterior_volume_from_Qdec_rh.aparc.a2009s.volume_file,0
Left Superiorparietal Area,,lh_S_cingul-Marginalis_volume,,0
Right Sulcus Temporal Transverse Area From Qdec,,rh_caudalanteriorcingulate_thickness,Right_caudalanteriorcingulate_thickness_from_Qdec_rh.aparc.thickness.stats_file,0
Right Gyrus Cingul-Post-ventral Thickness From Qdec,,(G_cingul-Post-ventral)ThickAvg,,1
Right Frontal Pole Grey Matter Volume,,rh_G_rectus_meancurv,Right_gyrus_rectus_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file,0
Left Pars Orbitalis Gray Matter Volume,,lh_G_and_S_subcentral_volume,Left_gyrus_and_sulcus_subcentral_volume_from_Qdec_lh.aparc.a2009s.volume_file,0
Right Gyrus Pariet Inf-Supramar Area From Qdec,,rh_S_front_inf_thickness,Right_sulcus_frontal_inferior_thickness_from_Qdec_rh.aparc.a2009s.thickness_file,0
Right Gyrus Parietal Sup Volume From Qdec,,rh_G_parietal_sup_volume,Right_gyrus_parietal_sup_volume_from_Qdec_rh.aparc.a2009s.volume_file,1
Left Lat Fis-ant-Horizont Thickness From Qdec,,lh_Lat_Fis-ant-Horizont_thickness,Left_Lat_Fis-ant-Horizont_thickness_from_Qdec_lh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
Heart Rate,"The number of heartbeats per unit of time, usually expressed as beats per minute.",HRATE,,1
Right Temporal Pole Thickness,,lh_S_parieto_occipital_area,Left_sulcus_parieto_occipital_area_from_Qdec_lh.aparc.a2009s.area.stats_file,0
Left Sulcus Orbital-H Shaped Volume From Qdec,,lh_S_orbital-H_Shaped_volume,Left_sulcus_orbital-H_Shaped_volume_from_Qdec_lh.aparc.a2009s.volume_file-FreeSurfer(v5.3),1
A-beta 1-42 in CSF,The determination of the amount of the 1-42 amino acid beta amyloid protein isoform present in a sample.,lh_(lateraloccipital)MeanCurv,,0
Left Sulcus Subparietal Volume From Qdec,,lh_S_subparietal_volume,Left_sulcus_subparietal_volume_from_Qdec_lh.aparc.a2009s.volume_file,1
Right Gyrus Frontal Inf-Triangul Thickness From Qdec,,lh_superiortemporal_meancurv,,0
Right Postcentral Area,,rh_postcentral_area,Right_postcentral_area_from_Qdec_rh.aparc.area_file,1
Right Sulcus Suborbital Area From Qdec,,rh_G_and_S_transv_frontopol_meancurv,,0
Left Parahippocampal Area,,wm-rh-pericalcarine,White-matter-Right-pericalcarine-from_Qdec_wmparc.volume.stats_file-FreeSurfer(v5.3),0
White-matter-left-banks Of The Superior Temoral Sulcus-from Qdec Wmparc,,wm-lh-bankssts,,1
Left Sulcus Frontal Sup Thickness From Qdec,,rh_G_temp_sup-G_T_transv_area,,0
Left Supramarginal Meancurv From Qdec,,lh_supramarginal_meancurv,,1
Clinical Dementia Rating Scale Sum of Boxes (CDRSB),Clinical Dementia Rating (CDR) Sum of Boxes.,CDRSUM,,1
Right Sulcus Central Thickness From Qdec,,Hipp_Hypo_Dx_Gluc_(Pons_Normalized),,0
Left Sulcus Collat Transv Anterior Volume From Qdec,,rh_S_collat_transv_post_thickness,,0
White-matter-left-rostralmiddlefrontal-from Qdec Wmparc,,rh_parsopercularis_volume,,0
Right Gyrus Oc-temp Med-Parahip Thickness From Qdec,,CSFVOL,,0
Verbal fluency tests (Phonemic) ,A test that measures the verbal fluency of an individual. This tool measures both semantic fluency and phonetic fluency.,FLULEC,Verbal_fluency_phonemic,1
Right Paracentral Mean Cortical Thickness,,rh_fusiform_area,Right_fusiform_area_from_Qdec_rh.aparc.area_file,0
Left Gyrus Frontal Inf-Triangul Thickness From Qdec,,lh_G_front_inf-Triangul_thickness,Left_gyrus_frontal_inf-Triangul_thickness_from_Qdec_lh.aparc.a2009s.thickness_file,1
Right Gyrus Postcentral Thickness From Qdec,,lh_G_and_S_cingul-Mid-Post_area,Left_gyrus_and_sulcus_cingul-Mid-Post_area_from_Qdec_lh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),0
Right Pars Opercularis Gray Matter Volume,,rh_Lat_Fis-ant-Vertical_thickness,,0
Verbal fluency tests (Phonemic) ,A test that measures the verbal fluency of an individual. This tool measures both semantic fluency and phonetic fluency.,LFT_Tot_Score,,1
Right Gyrus Postcentral Volume From Qdec,,rh_G_oc-temp_med-Lingual_volume,,0
APOE Allele 1,"Human APOE*4 allele is located in the vicinity of 19q13.2 and is approximately 4 kb in length. This allele, which encodes apolipoprotein E4, plays a role in triglyceride metabolism. The allele is associated with increased occurrence of both Alzheimer disease and coronary artery disease.",APOE,Apolipoprotein_E_genotype,1
Right Gyrus Frontal Middle Thickness From Qdec,,(G_front_middle)ThickAvg,,1
Right Rostral Anterior Cingulate Mean Cortical Thickness,,(Lat_Fis-ant-Vertical)GrayVol,,0
Right Gyrus Frontal Middle Thickness From Qdec,,rh_G_front_middle_thickness,,1
Left Posterior Cingulate Gray Matter Volume,,lh_posteriorcingulate_volume,,1
Right Gyrus Precentral Thickness From Qdec,,rh_G_precentral_thickness,Right_gyrus_precentral_thickness_from_Qdec_rh.aparc.a2009s.thickness_file,1
Left Caudalmiddlefrontal Meancurv From Qdec,,lh_caudalmiddlefrontal_meancurv,Left_caudalmiddlefrontal_meancurv_from_Qdec_lh.aparc.meancurv_file-FreeSurfer(v5.3),1
Left Sulcus Cingul-Marginalis Area From Qdec,,lh_S_cingul-Marginalis_area,Left_sulcus_cingul-Marginalis_area_from_Qdec_lh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),1
Right Inferior Lateral Ventricle Volume,,lh_parahippocampal_volume,,0
Right Inferior Parietal Gray Matter Volume,,rh_(inferiorparietal)GrayVol,,1
Interleukin-8 (IL-8) in CSF,"Interleukin-8 (99 aa, ~11 kDa) is encoded by the human CXCL8 gene. This protein is involved in chemotaxis and neutrophil activation.",lh_parahippocampal_meancurv,,0
Right Rostralmiddlefrontal Meancurv From Qdec,,rh_S_circular_insula_sup_volume,Right_sulcus_circular_insula_sup_volume_from_Qdec_rh.aparc.a2009s.volume_file-FreeSurfer(v5.3),0
Left Gyrus Postcentral Volume From Qdec,,rh_caudalanteriorcingulate_area,,0
Clinical Dementia Rating Scale Sum of Boxes (CDRSB),Clinical Dementia Rating (CDR) Sum of Boxes.,Neuropsych.CDR Sum of Boxes,Sum Of Boxes,1
Right Sulcus Subparietal Area From Qdec,,(S_subparietal)SurfArea,,1
Right Lat Fis-post Area From Qdec,,rh_Lat_Fis-post_area,,1
Right Sulcus Parieto Occipital Thickness From Qdec,,rh_S_parieto_occipital_thickness,Right_sulcus_parieto_occipital_thickness_from_Qdec_rh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
Right Gyrus Occipital Sup Volume From Qdec,,lrsuogv,,1
Right Sulcus Postcentral Area From Qdec,,(S_interm_prim-Jensen)ThickAvg,,0
Left Sulcus Orbital-H Shaped Thickness From Qdec,,rh_insula_area,Right_insula_area_from_Qdec_rh.aparc.area_file-FreeSurfer(v5.3),0
White-matter-left-precentral-from Qdec Wmparc,,rh_S_circular_insula_sup_thickness,Right_sulcus_circular_insula_sup_thickness_from_Qdec_rh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),0
Right Gyrus Frontal Inf-Orbital Area From Qdec,,rh_G_front_inf-Orbital_area,,1
Country of Residence,The country in which an individual permanently resides.,Country_Of_Residence,Country_subject_lived_in_during_the_study,1
Hachinski,Modified Hachinski Ischemic Scale-NACC Version (MHIS-NACC) Sum all circled answers for a total score.,HMSCORE,,1
Right Sulcus Orbital-H Shaped Thickness From Qdec,,rh_S_orbital-H_Shaped_thickness,Right_sulcus_orbital-H_Shaped_thickness_from_Qdec_rh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
Right Inferior Parietal Area,,ST70SV,Subcortical Volume (aseg.stats) of RightAccumbensArea,0
Left Superiorparietal Mean Cortical Thickness,,LSUPPARM,,1
Left Parahippocampal Gray Matter Volume,,lh_parahippocampal_volume,Left_parahippocampal_volume_from_Qdec_lh.aparc.volume.stats_file-FreeSurfer(v5.3),1
Right Posterior Cingulate Gray Matter Volume,,RPOSCIN,,1
Right HATA Volume,Right_HATA,lh_S_subparietal_meancurv,Left_sulcus_subparietal_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file,0
Year of Birth,The year in which a person was born.,(G_cingul-Post-dorsal)MeanCurv,,0
Left Posterior Cingulate Gray Matter Volume,,rh_lingual_area,Right_lingual_area_from_Qdec_rh.aparc.area_file-FreeSurfer(v5.3),0
APOE Allele 2,"Human APOE*4 allele is located in the vicinity of 19q13.2 and is approximately 4 kb in length. This allele, which encodes apolipoprotein E4, plays a role in triglyceride metabolism. The allele is associated with increased occurrence of both Alzheimer disease and coronary artery disease.",apoe_result,,1
Right Pars Triangularis Mean Cortical Thickness,,LeftInferiorLateralVentricle,Volume of left inferior lateral ventricle,0
Right Middle Temporal Gray Matter Volume,,Smoking,Smoking status,0
Left Sulcus Oc-temp Med And Lingual Meancurv From Qdec,,lh_G_precentral_thickness,,0
Right Posteriorcingulate Meancurv From Qdec,,rh_posteriorcingulate_meancurv,Right_posteriorcingulate_meancurv_from_Qdec_rh.aparc.meancurv_file,1
Right Choroid Plexus Volume,,Right-choroid-plexus,Right-choroid-plexus_from_Qdec_aseg.volume.stats_file-FreeSurfer(v5.3),1
Left Pars Orbitalis Area,,ST24TA,Thickness Average (aparc.stats) of LeftEntorhinal,0
Right Sulcus Calcarine Meancurv From Qdec,,rh_S_calcarine_meancurv,Right_sulcus_calcarine_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),1
Left Middle Temporal Gray Matter Volume,,LMIDTEMP,,1
Right Inferior Temporal Gray Matter Volume,,rh_G_subcallosal_volume,Right_gyrus_subcallosal_volume_from_Qdec_rh.aparc.a2009s.volume_file,0
Right Gyrus And Sulcus Transv Frontopol Area From Qdec,,rh_G_and_S_transv_frontopol_area,,1
Right Gyrus Orbital Thickness From Qdec,,rh_G_orbital_thickness,Right_gyrus_orbital_thickness_from_Qdec_rh.aparc.a2009s.thickness_file,1
Left Superior Frontal Mean Cortical Thickness,,LSUPFRM,,1
Left Sulcus Postcentral Area From Qdec,,rh_G_pariet_inf-Angular_thickness,Right_gyrus_pariet_inf-Angular_thickness_from_Qdec_rh.aparc.a2009s.thickness_file,0
CC Central From Qdec Aseg,,CC_Central,CC_Central_from_Qdec_aseg.volume.stats_file,1
Left Gyrus And Sulcus Frontomargin Meancurv From Qdec,,rh_S_circular_insula_ant_volume,,0
Left Frontal Pole Gray Matter Volume,,DHBP,Do you have or are you being treated for high blood pressure?,0
Right Lat Fis-ant-Vertical Area From Qdec,,rh_G_precentral_thickness,Right_gyrus_precentral_thickness_from_Qdec_rh.aparc.a2009s.thickness_file,0
Left Frontal Pole Area,,lh_S_front_sup_volume,,0
Left Pallidum Volume,,(G_and_S_frontomargin)ThickAvg,,0
Right Sulcus Temporal Sup Meancurv From Qdec,,rh_S_temporal_sup_meancurv,Right_sulcus_temporal_sup_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file,1
Right Sulcus Frontal Inferior Volume From Qdec,,rh_S_front_inf_volume,Right_sulcus_frontal_inferior_volume_from_Qdec_rh.aparc.a2009s.volume_file,1
Left Entorightinal Volume From Qdec aparc,,lh_G_pariet_inf-Angular_area,Left_gyrus_pariet_inf-Angular_area_from_Qdec_lh.aparc.a2009s.area.stats_file,0
Race,A geographic ancestral origin category that is assigned to a population group based mainly on physical characteristics that are thought to be distinct and inherent.,RACE,,1
Right Transversetemporal Meancurv From Qdec,,rh_(inferiortemporal)GrayVol,,0
Left Superiorfrontal Area,,(S_collat_transv_post)MeanCurv,,0
Left Pericalcarine Gray Matter Volume,,lh_pericalcarine_volume,,1
Right Middle Temporal Gray Matter Volume,,lrsfgmv,,1
White-matter-left-precuneus-from Qdec Wmparc,,ST119TA,Thickness Average (aparc.stats) of RightTemporalPole,0
Left Gyrus Temporal Middle Area From Qdec,,lh_lateraloccipital_thickness,Left_lateraloccipital_thickness_from_Qdec_lh.aparc.thickness.stats_file,0
Left Gyrus Oc-temp Med-Lingual Thickness From Qdec,,wm-rh-fusiform,White-matter-Right-fusiform-from_Qdec_wmparc.volume.stats_file-FreeSurfer(v5.3),0
Right Inferior Parietal Area,,rh_(inferiorparietal)SurfArea,,1
Left Gyrus Oc-temp Lat-fusifor Volume From Qdec,,(G_oc-temp_lat-fusifor)GrayVol,,1
PET-hypoperfusion: occipital right,,PETOCCDX,PET-hypoperfusion:-occipital_right,1
Left Sulcus Collat Transv Posterior Area From Qdec,,lh_bankssts_volume,Left_banks_of_the_superior_temoral_sulcus_volume_from_Qdec_lh.aparc.volume.stats_file,0
Right Gyrus Oc-temp Med-Parahip Meancurv From Qdec,,rh_G_oc-temp_med-Parahip_meancurv,Right_gyrus_oc-temp_med-Parahip_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),1
Right Sulcus Postcentral Thickness From Qdec,,rh_S_postcentral_thickness,Right_sulcus_postcentral_thickness_from_Qdec_rh.aparc.a2009s.thickness_file,1
Left Inferiorparietal Mean Cortical Thickness,,rh_middletemporal_volume,,0
White-matter-Right-inferiortemporal-from Qdec Wmparc,,wm-rh-inferiortemporal,White-matter-Right-inferiortemporal-from_Qdec_wmparc.volume.stats_file-FreeSurfer(v5.3),1
Hearing,"The auditory faculty, the perception of sound by the ear.",(G_and_S_frontomargin)SurfArea,,0
Right Gyrus Occipital Middle Thickness From Qdec,,lh_G_and_S_cingul-Ant_volume,Left_gyrus_and_sulcus_cingul-Ant_volume_from_Qdec_lh.aparc.a2009s.volume_file,0
Right Gyrus Pariet Inf-Supramar Thickness From Qdec,,rh_S_collat_transv_post_area,,0
Left Lingual Area,,rh_S_precentral-inf-part_area,Right_sulcus_precentral-inf-part_area_from_Qdec_rh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),0
Right Gyrus Orbital Thickness From Qdec,,lh_G_and_S_occipital_inf_thickness,Left_gyrus_and_sulcus_occipital_inferior_thickness_from_Qdec_lh.aparc.a2009s.thickness_file,0
Left Gyrus Subcallosal Meancurv From Qdec,,lh_G_subcallosal_meancurv,Left_gyrus_subcallosal_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file,1
Left Gyrus Cingul-Post-dorsal Area From Qdec,,lh_G_cingul-Post-dorsal_area,Left_gyrus_cingul-Post-dorsal_area_from_Qdec_lh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),1
Right Gyrus Subcallosal Meancurv From Qdec,,rh_G_subcallosal_meancurv,Right_gyrus_subcallosal_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file,1
Right Sulcus Circular Insula Inferior Meancurv From Qdec,,rh_S_circular_insula_inf_meancurv,Right_sulcus_circular_insula_inferior_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),1
Left Gyrus Frontal Sup Area From Qdec,,Right_VentralDC,,0
Left Middle Temporal Mean Cortical Thickness,,LMIDTEMM,,1
Left Gyrus Occipital Middle Thickness From Qdec,,lh_G_occipital_middle_thickness,,1
Left Lat Fis-ant-Vertical Area From Qdec,,lh_Lat_Fis-ant-Vertical_area,Left_Lat_Fis-ant-Vertical_area_from_Qdec_lh.aparc.a2009s.area.stats_file,1
Right Caudal Anterior Cingulate Mean Cortical Thickness,,lh_G_occipital_sup_area,,0
Right Gyrus Temp Sup-G T Transv Volume From Qdec,,ST52TA,Thickness Average (aparc.stats) of LeftPrecuneus,0
Right Lat Fis-post Meancurv From Qdec,,lh_S_parieto_occipital_volume,,0
White-matter-left-insula-from Qdec Wmparc,,wm-lh-insula,,1
Left Gyrus Ins Lg And Sulcus Cent Ins Area From Qdec,,(G_Ins_lg_and_S_cent_ins)SurfArea,,1
Left Sulcus Oc-temp Med And Lingual Volume From Qdec,,(S_oc-temp_med_and_Lingual)GrayVol,,1
Right Gyrus Frontal Inf-Triangul Area From Qdec,,rh_G_front_inf-Triangul_area,Right_gyrus_frontal_inf-Triangul_area_from_Qdec_rh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),1
Right Gyrus And Sulcus Occipital Inferior Thickness From Qdec,,rh_G_and_S_occipital_inf_thickness,,1
Left Paracentral Gray Matter Volume,,DCITYST,In what city and state do you currently live?,0
Right Gyrus Parietal Sup Meancurv From Qdec,,rh_G_parietal_sup_meancurv,Right_gyrus_parietal_sup_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file,1
Left Sulcus Calcarine Volume,,lh_(medialorbitofrontal)GrayVol,,0
Alpha-synuclein in CSF,"Alpha-synuclein (140 aa, ~14 kDa) is encoded by the human SNCA gene. This protein plays a role in the modulation of presynaptic vesicle transport and release.",diagnosis,,0
Left Medial Orbitofrontal Gray Matter Volume,,lh_medialorbitofrontal_volume,,1
Left Gyrus Cingul-Post-dorsal Thickness From Qdec,,lh_G_cingul-Post-dorsal_thickness,Left_gyrus_cingul-Post-dorsal_thickness_from_Qdec_lh.aparc.a2009s.thickness_file,1
Left Gyrus Temporal Middle Area From Qdec,,(G_temporal_middle)SurfArea,,1
Right Gyrus Occipital Middle Volume From Qdec,,(S_circular_insula_sup)GrayVol,,0
Left Gyrus And Sulcus Subcentral Area From Qdec,,lh_G_and_S_subcentral_area,Left_gyrus_and_sulcus_subcentral_area_from_Qdec_lh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),1
Right Sulcus Occipital Anterior Thickness From Qdec,,rh_S_occipital_ant_thickness,Right_sulcus_occipital_anterior_thickness_from_Qdec_rh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
Left Supramarginal Gray Matter Volume,,Right_Cerebellum_White_Matter,,0
Right Fusiform Meancurv From Qdec,,rh_fusiform_meancurv,Right_fusiform_meancurv_from_Qdec_rh.aparc.meancurv_file-FreeSurfer(v5.3),1
Left Gyrus And Sulcus Subcentral Volume From Qdec,,(G_and_S_subcentral)GrayVol,,1
White-matter-Right-posteriorcingulate-from Qdec Wmparc,White-matter-Right-posteriorcingulate-from_Qdec_wmparc.volume.stats_file,rh_G_and_S_cingul-Mid-Ant_area,,0
Right Gyrus Oc-temp Med-Lingual Meancurv From Qdec,,lh_rostralanteriorcingulate_volume,Left_rostralanteriorcingulate_volume_from_Qdec_lh.aparc.volume.stats_file-FreeSurfer(v5.3),0
Left Sulcus Cingul-Marginalis Volume From Qdec,,lh_G_and_S_cingul-Ant_volume,,0
