var_1,description_1,var_2,description_2,label
Stroke,,Granulocyte Colony-Stimulating Factor (G (pg/mL),,0
Left Cuneus Meancurv From Qdec,,medical_history_term,,0
Left Gyrus And Sulcus Subcentral Meancurv From Qdec,,lh_G_and_S_subcentral_meancurv,,1
Left Subiculum Volume,Left_subiculum,left_subiculum,Left_subiculum,1
Left Inferiortemporal Meancurv From Qdec,,lh_inferiortemporal_meancurv,,1
Right Gyrus Precentral Meancurv From Qdec,,rh_G_precentral_meancurv,Right_gyrus_precentral_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),1
Right Parahippocampal Mean Cortical Thickness,,lh_cuneus_thickness,,0
Right Sulcus Collat Transv Anterior Area From Qdec,,ST44SA,,0
Verbal fluency tests (Phonemic) ,,phon_fluency,,1
Right Gyrus And Sulcus Paracentral Thickness From Qdec,,lh_G_front_sup_area,,0
Alzheimer's Disease Assessment Scale 11-item (ADAS11),"Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Word recognition task for word 11 Trials 1, 2, 3.",rhCortexVol,,0
Right Sulcus Frontal Middle Meancurv From Qdec,,rh_S_front_middle_meancurv,,1
Left Paracentral Mean Cortical Thickness,,lh_superiortemporal_thickness,,0
Left Gyrus Frontal Middle Volume From Qdec,,rh_(transversetemporal)MeanCurv,,0
Left Gyrus Precuneus Area From Qdec,,lh_G_precuneus_area,,1
Right Pole Occipital Volume From Qdec,,rh_Pole_occipital_volume,,1
Left Superior Frontal Mean Cortical Thickness,,SEX,Subject's sex:,0
Trail Making Test (TMT) A,,triagre,TMT_raw_score-part_A,1
Right Postcentral Grey Matter Volume,,rh_postcentral_volume,,1
Right Gyrus Frontal Inf-Opercular Meancurv From Qdec,,lh_S_calcarine_area,,0
Right Rostralanteriorcingulate Meancurv From Qdec,,rh_rostralanteriorcingulate_meancurv,Right_rostralanteriorcingulate_meancurv_from_Qdec_rh.aparc.meancurv_file-FreeSurfer(v5.3),1
Left Caudal Middle Frontal Gray Matter Volume,,lh_caudalmiddlefrontal_volume,,1
Weight,The vertical force exerted by a mass as a result of gravity.,weight,,1
Right Sulcus Subparietal Thickness From Qdec,,rh_G_rectus_volume,Right_gyrus_rectus_volume_from_Qdec_rh.aparc.a2009s.volume_file-FreeSurfer(v5.3),0
Right Sulcus Oc Middle And Lunatus Thickness From Qdec,,(S_oc_middle_and_Lunatus)ThickAvg,,1
Left Pallidum Volume,,LeftPallidum,,1
Left Fusiform Gray Matter Volume,,lh_Pole_occipital_thickness,Left_Pole_occipital_thickness_from_Qdec_lh.aparc.a2009s.thickness_file,0
Right Gyrus Temp Sup-Plan Polar Volume From Qdec,,APOE,,0
White-matter-Right-superiorparietal-from Qdec Wmparc,,wm-rh-superiorparietal,White-matter-Right-superiorparietal-from_Qdec_wmparc.volume.stats_file-FreeSurfer(v5.3),1
Trail Making Test (TMT) B,,TMT_B,,1
Right Inferiorparietal Meancurv From Qdec,,rh_G_pariet_inf-Supramar_meancurv,,0
Left Gyrus Temp Sup-G T Transv Area From Qdec,,PTAGE,,0
Left Lat Fis-post Thickness From Qdec,,lh_Lat_Fis-post_thickness,,1
Race,,lh_cuneus_volume,Left_cuneus_volume_from_Qdec_lh.aparc.volume.stats_file,0
Right Gyrus Frontal Inf-Triangul Meancurv From Qdec,,rh_G_front_inf-Triangul_meancurv,,1
Right Pole Occipital Volume From Qdec,,RPARORB,,0
Right Sulcus Pericallosal Volume From Qdec,,DXPARK,Parkinsonism,0
Right Entorightinal Volume From Qdec aparc,,Plasma_Abeta1-42,Plasma_Abeta1-42,0
Left GC-ML-DG Volume,,left_GC-ML-DG,,1
Biological Sex,,lh_(lateralorbitofrontal)SurfArea,,0
"Ears, Nose and Throat",-,vista,,0
Alcohol,,rh_S_temporal_transverse_area,Right_sulcus_temporal_transverse_area_from_Qdec_rh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),0
Right Gyrus Insular Short Area From Qdec,,rh_G_insular_short_area,Right_gyrus_insular_short_area_from_Qdec_rh.aparc.a2009s.area.stats_file,1
Right Sulcus Occipital Anterior Volume From Qdec,,rh_G_cingul-Post-dorsal_meancurv,Right_gyrus_cingul-Post-dorsal_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),0
Right Gyrus Temp Sup-G T Transv Area From Qdec,,(G_temp_sup-G_T_transv)SurfArea,,1
A-beta 1-42 in CSF,The determination of the amount of the 1-42 amino acid beta amyloid protein isoform present in a sample.,wm-rh-lateraloccipital,,0
CC Mid Anterior From Qdec Aseg,,CC_Mid_Anterior,,1
Left Choroid Plexus Volume,,Left_choroid_plexus,,1
Left Sulcus Frontal Inferior Volume From Qdec,,lh_S_front_inf_volume,,1
Left Caudal Middle Frontal Mean Cortical Thickness,,rh_G_rectus_area,,0
Right Lateral Occipital Gray Matter Volume,,wm-rh-lateraloccipital,,0
Right Middle Temporal Mean Cortical Thickness,,rh_G_temp_sup-Plan_polar_meancurv,,0
Left Gyrus And Sulcus Paracentral Meancurv From Qdec,,lh_G_and_S_paracentral_meancurv,Left_gyrus_and_sulcus_paracentral_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file,1
Right Rostral Middle Frontal Gray Matter Volume,,rh_(rostralmiddlefrontal)GrayVol,,1
Right Superior Parietal Gray Matter Volume,,lh_G_cingul-Post-ventral_volume,Left_gyrus_cingul-Post-ventral_volume_from_Qdec_lh.aparc.a2009s.volume_file,0
Left Gyrus Oc-temp Med-Parahip Thickness From Qdec,,rh_(superiorparietal)GrayVol,,0
Cortical White Matter Volume,,CorticalWhiteMatterVol,,1
Right Gyrus Postcentral Thickness From Qdec,,rh_G_occipital_sup_meancurv,Right_gyrus_occipital_sup_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),0
PET-hypoperfusion: occipital left,,PAFUSCHIZO,"In the past year, have you been told by a doctor that you had schizophrenia, schizoaffective disorder, or any psychotic disorder?",0
Handedness,The preferred hand of use for controlled and efficient performance of motor tasks.,lh_S_oc_sup_and_transversal_volume,,0
Left-vessel From Qdec,,rh_G_and_S_paracentral_meancurv,,0
Right Sulcus Occipital Anterior Volume From Qdec,,rh_S_occipital_ant_volume,,1
Height,,NACCICV,,0
Left Gyrus Frontal Inf-Orbital Volume From Qdec,,lh_S_precentral-inf-part_meancurv,,0
Left Gyrus Orbital Meancurv From Qdec,,wm-lh-medialorbitofrontal,,0
Right Insula Mean Cortical Thickness,,rh_insula_thickness,,1
Right Gyrus Cuneus Area From Qdec,,lh_S_collat_transv_post_meancurv,,0
tTau in CSF,,t_tau_csf,,1
Left Parasubiculum Volume,Left_parasubiculum,4th-Ventricle,,0
Right Gyrus Temp Sup-G T Transv Area From Qdec,,Left-Inf-Lat-Vent,,0
Left Medial Orbitofrontal Gray Matter Volume,,lh_medialorbitofrontal_volume,,1
Right Sulcus Oc Sup And Transversal Volume From Qdec,,lh_S_collat_transv_post_volume,,0
Left Gyrus And Sulcus Cingul-Ant Volume From Qdec,,lh_S_front_inf_area,,0
Left Sulcus Orbital Med-olfact Area From Qdec,,ST72CV,,0
APOE Allele 2,"Human APOE*4 allele is located in the vicinity of 19q13.2 and is approximately 4 kb in length. This allele, which encodes apolipoprotein E4, plays a role in triglyceride metabolism. The allele is associated with increased occurrence of both Alzheimer disease and coronary artery disease.",APOE,APOE genotype,1
Head Injury ,,lh_G_insular_short_meancurv,,0
Left Pole Occipital Volume From Qdec,,lh_Pole_occipital_volume,Left_Pole_occipital_volume_from_Qdec_lh.aparc.a2009s.volume_file-FreeSurfer(v5.3),1
Left Sulcus Cingul-Marginalis Thickness From Qdec,,(S_cingul-Marginalis)ThickAvg,,1
Left Parsopercularis Meancurv From Qdec,,(S_pericallosal)GrayVol,,0
Right Posterior Cingulate Area,,lh_G_postcentral_volume,Left_gyrus_postcentral_volume_from_Qdec_lh.aparc.a2009s.volume_file,0
Hospital Anxiety and Depression Scale (HADs) (Depression),,Neuropsych.HADS (D),Depression Total,1
Left Banks Of The Superior Temoral Sulcus Cortical Mean Volume,,lh_bankssts_volume,,1
Right Gyrus And Sulcus Occipital Inferior Meancurv From Qdec,,rh_G_and_S_occipital_inf_meancurv,,1
White-matter-left-lateraloccipital-from Qdec Wmparc,,lh_G_pariet_inf-Supramar_thickness,Left_gyrus_pariet_inf-Supramar_thickness_from_Qdec_lh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),0
Right Sulcus Temporal Sup Meancurv From Qdec,,rh_S_temporal_sup_meancurv,,1
Neuropsychiatric Inventory (NPI),Neuropsychiatric Inventory (NPI) Total of (Frequency Sub-total) x (Severity Sub-total).,NPI,,1
Race,,Ethnic_Group_Of_Subject,,1
Right Lateraloccipital Area,,rh_lateraloccipital_area,,1
Right Gyrus Cingul-Post-ventral Area From Qdec,,rh_G_cingul-Post-ventral_area,,1
Age,,AGE,,1
APOE,,lrvendcv,,0
Right Gyrus Frontal Inf-Triangul Meancurv From Qdec,,rh_S_circular_insula_inf_thickness,,0
Right Precentral Gray Matter Volume,,rh_precentral_volume,,1
Head Injury ,,HEADINJ10Y,,1
Left Sulcus Oc-temp Med And Lingual Thickness From Qdec,,CC_Posterior,,0
Left Sulcus Frontal Sup Area From Qdec,,(S_circular_insula_inf)ThickAvg,,0
Left Superiortemporal Volume From Qdec aparc,,lh_(superiortemporal)GrayVol,,1
Right Sulcus Collat Transv Posterior Meancurv From Qdec,,rh_S_oc_middle_and_Lunatus_area,,0
Right Gyrus Occipital Sup Area From Qdec,,rh_G_occipital_sup_area,Right_gyrus_occipital_sup_area_from_Qdec_rh.aparc.a2009s.area.stats_file,1
Left Sulcus Occipital Anterior Area From Qdec,,lh_S_occipital_ant_area,,1
Right Hippocampus Volume,,Hippo_Vol_Dx(mm^3),,1
Right Cortical White Matter Volume From Qdec,Right cortical white matter volume,rhCorticalWhiteMatterVol,RightCorticalWhiteMatterVol_from_Qdec_aseg.volume.stats_file-FreeSurfer(v5.3),1
White-matter-Right-rostralmiddlefrontal-from Qdec Wmparc,,wm-rh-rostralmiddlefrontal,White-matter-Right-rostralmiddlefrontal-from_Qdec_wmparc.volume.stats_file,1
Right Gyrus Pariet Inf-Supramar Area From Qdec,,rh_G_and_S_frontomargin_volume,Right_gyrus_and_sulcus_frontomargin_volume_from_Qdec_rh.aparc.a2009s.volume_file,0
Cancer,,MHSCANCER,,1
White-matter-Right-superiorparietal-from Qdec Wmparc,White-matter-Right-superiorparietal-from_Qdec_wmparc.volume.stats_file,rh_S_central_volume,,0
Left Gyrus Cingul-Post-ventral Area From Qdec,,lh_G_cingul-Post-ventral_area,,1
Left Isthmuscingulate Volume From Qdec aparc,,lh_S_cingul-Marginalis_meancurv,,0
Left Cuneus Volume Gray Matter,,rh_G_front_middle_thickness,,0
Right Gyrus And Sulcus Cingul-Ant Area From Qdec,,ST57TA,Thickness Average (aparc.stats) of LeftSuperiorParietal,0
APOE Allele 2,,right_hippocampal-fissure,,0
Heart Condition,A hollow organ located slightly to the left of the middle portion of the chest. It is composed of muscle and it is divided by a septum into two sides: the right side which receives de-oxygenated blood from the body and the left side which sends newly oxygenated blood to the body. Each side is composed of two chambers: the atrium (receiving blood) and ventricle (ejecting blood).,projid,,0
Trail Making Test (TMT) A,"A neuropsychological test of visual attention and task switching that requires a subject to connect a sequence of 25 consecutive targets. It provides an easy to administer and reliable assessment of attention, sequencing, cognition, visual search, and motor function.",TMT_A,Time_needed_for_accomplish_the_Trial_Making_Test-A,1
Left Gyrus And Sulcus Cingul-Mid-Post Area From Qdec,,lh_G_and_S_cingul-Mid-Post_area,,1
Right Gyrus Precuneus Area From Qdec,,wm-rh-cuneus,,0
Left Sulcus Frontal Sup Meancurv From Qdec,,lh_S_front_sup_meancurv,,1
Left Gyrus Temp Sup-Plan Tempo Thickness From Qdec,,lh_Pole_occipital_volume,,0
Left WhiteSurfArea Area From Qdec,,lh_WhiteSurfArea_area,,1
Left Lat Fis-ant-Horizont Thickness From Qdec,,lh_Lat_Fis-ant-Horizont_thickness,Left_Lat_Fis-ant-Horizont_thickness_from_Qdec_lh.aparc.a2009s.thickness_file,1
Right Parstriangularis Area,,rh_S_pericallosal_thickness,,0
American National Reading Test (ANART),-,ANARTERR,,1
Rey Complex Figure Test and Recognition Trial (RCFT),,rh_MeanThickness_thickness,Right_MeanThickness_thickness_from_Qdec_rh.aparc.thickness.stats_file-FreeSurfer(v5.3),0
Left Pallidum Volume,,Left_Pallidum,,1
Right Gyrus Temp Sup-Plan Tempo Meancurv From Qdec,,(G_temp_sup-Plan_tempo)MeanCurv,,1
Left Precuneus Grey Matter Volume,,lh_precuneus_volume,Left_precuneus_volume_from_Qdec_lh.aparc.volume.stats_file,1
Consortium to Establish a Registry for Alzheimer's Disease,A constructional praxis subtest from the Consortium to Establish a Registry for Alzheimer's Disease.,rhCorticalWhiteMatterVol,,0
Year of Birth,,rh_paracentral_volume,,0
Left Sulcus Collat Transv Posterior Thickness From Qdec,,wm-lh-isthmuscingulate,White-matter-left-isthmuscingulate-from_Qdec_wmparc.volume.stats_file,0
A-beta 1-42 in Plasma,,AB42,,1
SupraTentorialVolNotVent From Qdec Aseg,,wm-lh-paracentral,,0
Right Sulcus Collat Transv Anterior Meancurv From Qdec,,NACCNE4S,,0
Right Postcentral Area,,Neuropsych.BNT - No Cue (Australian RAW),,0
Anxiety,,patient_id,,0
Right Parasubiculum Volume,,rh_medialorbitofrontal_thickness,Right_medialorbitofrontal_thickness_from_Qdec_rh.aparc.thickness.stats_file-FreeSurfer(v5.3),0
Left Putamen Volume,,Left-Putamen,,1
Depression,A melancholy feeling of sadness and despair.,FATHDEM,,0
Drug Abuse,,lh_Lat_Fis-ant-Vertical_area,Left_Lat_Fis-ant-Vertical_area_from_Qdec_lh.aparc.a2009s.area.stats_file,0
Right Gyrus And Sulcus Occipital Inferior Meancurv From Qdec,,rh_G_and_S_occipital_inf_meancurv,,1
Diagnosis,,NACCETPR,,1
Left Gyrus Cuneus Meancurv From Qdec,,lh_G_precuneus_volume,Left_gyrus_precuneus_volume_from_Qdec_lh.aparc.a2009s.volume_file-FreeSurfer(v5.3),0
Left Insula Meancurv From Qdec,,ST24TA,Thickness Average (aparc.stats) of LeftEntorhinal,0
SNAP-25 in CSF,"Synaptosomal-associated protein 25 (206 aa, ~23 kDa) is encoded by the human SNAP25 gene. This protein plays a role in vesicular transport.",rh_lingual_thickness,,0
Left Sulcus Orbital Med-olfact Volume From Qdec,,TOTAL11,,0
Left Sulcus Collat Transv Anterior Thickness From Qdec,,lh_S_collat_transv_ant_thickness,,1
Right Banks Of The Superior Temoral Sulcus Volume,,rh_G_cuneus_meancurv,Right_gyrus_cuneus_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),0
Right Accumbens Area Volume,,lraccu,,1
Left Sulcus Suborbital Area From Qdec,,rh_S_collat_transv_post_volume,,0
Left Gyrus Pariet Inf-Angular Area From Qdec,,lh_G_pariet_inf-Angular_area,,1
APOE Allele 2,,"Demographic.E4 allele, Demographic.E3 allele, Demographic.E2 allele",,1
Left Gyrus And Sulcus Transv Frontopol Thickness From Qdec,,past_cancer,,0
APOE e4,"Human APOE*4 allele is located in the vicinity of 19q13.2 and is approximately 4 kb in length. This allele, which encodes apolipoprotein E4, plays a role in triglyceride metabolism. The allele is associated with increased occurrence of both Alzheimer disease and coronary artery disease.",ST111CV,,0
Right Paracentral Volume From Qdec aparc,,rh_paracentral_volume,,1
A-beta 1-42 in CSF,,CSF AB,,1
Right Gyrus And Sulcus Transv Frontopol Meancurv From Qdec,,lh_(isthmuscingulate)MeanCurv,,0
Alcohol,"Consumption of liquids containing ethanol, including the behaviors associated with drinking the alcohol.",CSF_P-Tau,,0
Left Insula Meancurv From Qdec,,lh_G_cingul-Post-dorsal_meancurv,,0
pTau in CSF,,ptau,,1
Left Sulcus Oc-temp Lat Thickness From Qdec,,lh_temporalpole_area,Left_temporalpole_area_from_Qdec_lh.aparc.area_file-FreeSurfer(v5.3),0
White-matter-Right-rostralmiddlefrontal-from Qdec Wmparc,,wm-rh-rostralmiddlefrontal,White-matter-Right-rostralmiddlefrontal-from_Qdec_wmparc.volume.stats_file-FreeSurfer(v5.3),1
White-matter-Right-temporalpole-from Qdec Wmparc,,wm-rh-temporalpole,,1
Clinical Dementia Rating (CDR),,rh_posteriorcingulate_meancurv,Right_posteriorcingulate_meancurv_from_Qdec_rh.aparc.meancurv_file-FreeSurfer(v5.3),0
Left Gyrus Frontal Inf-Triangul Thickness From Qdec,,lh_G_front_inf-Triangul_thickness,,1
Left Pars Triangularis Mean Cortical Thickness,,CDR_TOT,,0
Left Gyrus Precuneus Area From Qdec,,lh_G_precuneus_area,,1
Left Gyrus Precuneus Meancurv From Qdec,,lh_G_precuneus_meancurv,,1
Right Gyrus And Sulcus Cingul-Ant Thickness From Qdec,,rh_G_and_S_cingul-Ant_thickness,,1
Right Hippocampus Volume,,lh_bankssts_area,,0
Right Gyrus And Sulcus Paracentral Thickness From Qdec,,rh_G_and_S_paracentral_thickness,,1
Right Supramarginal Gray Matter Volume,,rh_supramarginal_volume,,1
Right Fimbria Volume,Right_fimbria,Neuropsych.Total fwd + bk,Digital Span Test,0
Left Pericalcarine Gray Matter Volume,,lh_pericalcarine_volume,Left_pericalcarine_volume_from_Qdec_lh.aparc.volume.stats_file-FreeSurfer(v5.3),1
Weight,,Patient'sWeight,,1
Left Sulcus Cingul-Marginalis Volume From Qdec,,lh_S_cingul-Marginalis_volume,,1
Right Gyrus Oc-temp Med-Lingual Area From Qdec,,lh_inferiortemporal_thickness,,0
Repeatable Battery for the Assessment of Neuropsychological Status (RBANS),-,rbans_total_scale,,1
Left Gyrus Orbital Thickness From Qdec,,lh_Lat_Fis-ant-Vertical_area,Left_Lat_Fis-ant-Vertical_area_from_Qdec_lh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),0
Left Subiculum Volume,,left_subiculum,,1
Interleukin-8 (IL-8) in CSF,"Interleukin-8 (99 aa, ~11 kDa) is encoded by the human CXCL8 gene. This protein is involved in chemotaxis and neutrophil activation.",rh_G_front_sup_thickness,,0
Left-non-white Matter Hypointensities Volume,Left-non-white matter hypointensities,Left-non-WM-hypointensities,,1
Boston Naming Test (BNT),,bos_nam,Total_number_of_picture_named,1
Hypoacusis,,lh_inferiorparietal_meancurv,,0
Left Frontalpole Meancurv From Qdec,,rh_Pole_occipital_thickness,Right_Pole_occipital_thickness_from_Qdec_rh.aparc.a2009s.thickness_file,0
Left Fusiform Mean Cortical Thickness,,lh_fusiform_thickness,,1
Participant ID,,stai_40_total_score,,0
Right Sulcus Frontal Middle Volume From Qdec,,rh_S_circular_insula_ant_thickness,,0
Right Gyrus Temp Sup-G T Transv Area From Qdec,,Left-Inf-Lat-Vent,,0
Left Insula Grey Matter Volume,,rh_parsopercularis_meancurv,,0
A-beta 1-42 in CSF,,lh_lateraloccipital_meancurv,Left_lateraloccipital_meancurv_from_Qdec_lh.aparc.meancurv_file-FreeSurfer(v5.3),0
Right Pericalcarine Meancurv From Qdec,,rh_G_pariet_inf-Supramar_volume,,0
Smoking,,rh_Lat_Fis-ant-Horizont_area,,0
Left Rostral Middle Frontal Gray Matter Volume,,ST55CV,Cortical Volume (aparc.stats) of LeftRostralMiddleFrontal,1
Left Rostral Middle Frontal Gray Matter Volume,,PETTMESX,,0
FDG PET,,FDGAD,,1
Left Hippocampus Volume,,LeftMiddletemporal,,0
Right Entorightinal Volume From Qdec aparc,,lh_parsopercularis_thickness,,0
Left Sulcus Orbital Med-olfact Volume From Qdec,,lh_S_orbital_med-olfact_volume,,1
Left Sulcus Subparietal Meancurv From Qdec,,rh_(postcentral)ThickAvg,,0
Right Sulcus Orbital Med-olfact Area From Qdec,,Left-Cerebellum-Cortex,Left-Cerebellum-Cortex_from_Qdec_aseg.volume.stats_file-FreeSurfer(v5.3),0
Left Gyrus And Sulcus Paracentral Thickness From Qdec,,lh_G_and_S_paracentral_thickness,,1
Right Sulcus Subparietal Meancurv From Qdec,,rh_G_oc-temp_med-Parahip_thickness,,0
Right Cuneus Gray Matter Volume,,lrcunv,,1
Right Lingual Mean Cortical Thickness,,rh_lingual_thickness,,1
Stroke,A sudden loss of neurological function secondary to hemorrhage or ischemia in the brain parenchyma due to a vascular event.,Stroke,,1
Right Superiorfrontal Mean Cortical Thickness,,ST52CV,,0
White-matter-Right-lingual-from Qdec Wmparc,,rh_G_orbital_thickness,,0
Left Sulcus Subparietal Meancurv From Qdec,,(S_subparietal)MeanCurv,,1
Right Molecular Layer HP Volume,,right_molecular_layer_HP,,1
Right Medial Orbitofrontal Grey Matter Volume,,RMEDORBF,,1
CC Mid Posterior From Qdec Aseg,,lh_parstriangularis_meancurv,,0
Alcohol,,ST113CV,Cortical Volume (aparc.stats) of RightRostralAnteriorCingulate,0
Right Sulcus Oc-temp Lat Area From Qdec,,rh_S_oc-temp_med_and_Lingual_thickness,,0
Neuropsychiatric Inventory–Questionnaire (NPI-Q),"A standardized rating scale originally developed and copyrighted by Jeffrey L. Cummings in 1994 as well as published in the journal Neurology (Cummings J.L., The Neuropsychiatric Inventory: Assessing psychopathology in dementia patients. Neurology May 1997 48:10S-16S) which is used to assess the severity of an individual's neuropathic behaviors based on a observations made by the patient's caregiver. This instrument contains 12 neuropsychiatric areas associated with dementia such as delusions, anxiety, motor disturbances, and appetite. Each behavior is evaluated only if the individual displays the behavior. For these behaviors, the frequency is assessed on a scale of 0-4 with 0 being occasionally and 4 being very frequently, the severity is assessed on a scale of 1-3 with 1 being mild and 3 being marked, and the level of distress each behavior inflicts on the caregiver is assessed on a scale of 0-5 with 0 being not distressing and 5 being extremely distressing.",No total score.,,1
Vision,,rh_paracentral_thickness,,0
Left Hippocampal-fissure Volume,,left_hippocampal-fissure,Left_hippocampal-fissure,1
Right Putamen Volume,,ST112SV,,1
White-matter-Right-inferiortemporal-from Qdec Wmparc,,wm-rh-inferiortemporal,,1
Right Sulcus Central Volume From Qdec,,rh_S_central_volume,,1
Left Inferior Parietal Area,,rh_G_and_S_subcentral_area,,0
White-matter-Right-posteriorcingulate-from Qdec Wmparc,,wm-rh-bankssts,,0
APOE Allele 1,,APOE,,1
Weight,,weight,,1
Left Pallidum Volume,,ST42SV,Subcortical Volume (aseg.stats) of LeftPallidum,1
APOE,"Human APOE*4 allele is located in the vicinity of 19q13.2 and is approximately 4 kb in length. This allele, which encodes apolipoprotein E4, plays a role in triglyceride metabolism. The allele is associated with increased occurrence of both Alzheimer disease and coronary artery disease.",APOE,,1
Right Sulcus Temporal Inferior Thickness From Qdec,,lh_G_and_S_transv_frontopol_volume,,0
Anxiety,"A feeling of worry, nervousness, or unease about something with an uncertain outcome.",ST111CV,Cortical Volume (aparc.stats) of RightPrecuneus,0
Left Rostral Anterior Cingulate Gray Matter Volume,,ST105CV,Cortical Volume (aparc.stats) of RightParsOrbitalis,0
A-beta 1-42 in Plasma,,lh_G_and_S_cingul-Mid-Ant_area,,0
Right Inferior Lateral Ventricle Volume,,lh_G_temporal_inf_meancurv,,0
Left Lingual Area,,lh_lingual_area,Left_lingual_area_from_Qdec_lh.aparc.area_file,1
Chest Pain,,lh_(insula)GrayVol,,0
Left Sulcus Interm Prim-Jensen Meancurv From Qdec,,lh_S_interm_prim-Jensen_meancurv,Left_sulcus_interm_prim-Jensen_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file,1
Depression,,medical_history_term,,1
Right Supramarginal Gray Matter Volume,,rh_(supramarginal)GrayVol,,1
Visit,The act of going to see some person or place or thing; it can cover a short or long period but refers to a non-permanent arrangement.,VISCODE,,1
Right Parsorbitalis Mean Cortical Thickness,,ST105TA,,1
Left Gyrus Frontal Inf-Opercular Volume From Qdec,,lh_G_front_inf-Opercular_volume,,1
Left Entorightinal Meancurv From Qdec,,lh_entorhinal_meancurv,,1
Right Gyrus Temporal Middle Area From Qdec,,rh_supramarginal_thickness,,0
Right Gyrus Pariet Inf-Supramar Thickness From Qdec,,rh_G_pariet_inf-Supramar_thickness,Right_gyrus_pariet_inf-Supramar_thickness_from_Qdec_rh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
Left Pericalcarine Gray Matter Volume,,lh_pericalcarine_volume,,1
Right Sulcus Oc-temp Lat Thickness From Qdec,,rh_S_oc-temp_lat_thickness,Right_sulcus_oc-temp_lat_thickness_from_Qdec_rh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
Right Gyrus Frontal Inf-Opercular Area From Qdec,,lh_fusiform_area,,0
Smoking,,SMOKE,Average number of packs smoked per day:,1
White-matter-left-precuneus-from Qdec Wmparc,,lh_inferiortemporal_thickness,,0
PiB PET,,Image.PET.Amyloid.PIB_NAV.Status,Amyloid status for PiB,1
Left Sulcus Oc-temp Lat Volume From Qdec,,titstu,,0
Left Sulcus Intrapariet And P Trans Meancurv From Qdec,,lh_S_intrapariet_and_P_trans_meancurv,Left_sulcus_intrapariet_and_P_trans_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),1
Right Presubiculum Volume,,rh_(caudalanteriorcingulate)GrayVol,,0
Year of Birth,The year in which a person was born.,lh_G_temporal_middle_volume,,0
Left Gyrus Insular Short Area From Qdec,,ST75SV,,0
Right Gyrus Pariet Inf-Angular Volume From Qdec,,rh_G_pariet_inf-Angular_volume,,1
Month of Birth,,Demographic.YearMonthOfBirth,,1
White-matter-left-superiorfrontal-from Qdec Wmparc,,lh_G_temp_sup-Lateral_meancurv,,0
Left Inferiorparietal Mean Cortical Thickness,,lh_inferiorparietal_thickness,,1
Marital Status,,MARISTAT,,1
Country of Residence,The country in which an individual permanently resides.,DCITYST,,1
SurfaceHoles From Qdec Aseg,,wm-rh-temporalpole,White-matter-Right-temporalpole-from_Qdec_wmparc.volume.stats_file-FreeSurfer(v5.3),0
A-beta 1-42 in CSF,,abeta_1_42_result,,1
Right Sulcus Occipital Anterior Thickness From Qdec,,rh_S_occipital_ant_thickness,,1
Right Entorightinal Volume From Qdec aparc,,rh_Pole_temporal_thickness,,0
Right Medialorbitofrontal Meancurv From Qdec,,lh_G_front_inf-Orbital_volume,,0
Right Parstriangularis Meancurv From Qdec,,rh_parstriangularis_meancurv,,1
Left Rostral Middle Frontal Mean Cortical Thickness,,lh_G_parietal_sup_area,Left_gyrus_parietal_sup_area_from_Qdec_lh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),0
Left Presubiculum Volume,Left_presubiculum,lh_Pole_temporal_volume,,0
Right Gyrus And Sulcus Cingul-Ant Area From Qdec,,rh_S_temporal_inf_volume,,0
Left Parahippocampal Gray Matter Volume,,ST44CV,,1
Participant ID,An alphanumeric identifier assigned to a specific patient.,ST85CV,Cortical Volume (aparc.stats) of RightFusiform,0
Verbal fluency tests (Phonemic) ,A test that measures the verbal fluency of an individual. This tool measures both semantic fluency and phonetic fluency.,rh_Lat_Fis-ant-Vertical_area,Right_Lat_Fis-ant-Vertical_area_from_Qdec_rh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),0
Left Gyrus Precuneus Thickness From Qdec,,lh_G_precuneus_thickness,,1
Right Inferior Lateral Ventricle Volume,,Right-Inf-Lat-Vent,,1
Left Inferiorparietal Meancurv From Qdec,,lh_G_and_S_cingul-Mid-Ant_area,,0
Third Ventricle Volume,,ST127SV,,1
Height,The vertical measurement or distance from the base to the top of an object; the vertical dimension of extension.,lh_G_front_middle_area,,0
APOE Allele 2,,lh_S_circular_insula_inf_thickness,,0
Left Sulcus Collat Transv Posterior Area From Qdec,,rh_lingual_thickness,,0
Right Gyrus Occipital Middle Volume From Qdec,,rh_G_cuneus_meancurv,,0
Vision,,VISIONPRB,,1
